<tdmsfile>

<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 97-kaist_corpus_97_social_pos_ac.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_social97_ac.txt </filename>
<title> 한국어 관계구문의 통사와 의미구조 </title>
<author> 신효필 </author>
<date> 1994 </date>
<publisher>서울대학교  </publisher>
<kdc>TD715.8  </kdc>
<ddc>TD495.75 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>

논제명	논제/ncn+명/ncn
것을	것/nbn+을/jco
3	3/nno
장에서	장/nbu+에서/jca
살펴보았다	살피/pvg+어/ecs+보/pvg+았/ep+다/ef
.	./sf
즉	즉/maj
핵심명사	핵심/ncn+명사/ncn
'	'/sl
교실	교실/ncn
'	'/sr
이	이/jcs
내포된	내포/ncpa+되/xsv+ㄴ/etm
첨가절의	첨가/ncn+절/ncn+의/jcm
공백과	공백/ncn+과/jct
관련되는	관련/ncpa+되/xsv+는/etm
것은	것/nbn+은/jxc
부적격하고	부/xp+적격/ncpa+하/xsv+고/ecc
상위문에서	상위문/ncn+에서/jca
첨가어로	첨가/ncn+어/xsn+로/jca
기능하는	기능/ncpa+하/xsv+는/etm
경우에는	경우/ncn+에/jca+는/jxc
적격한	적격/ncpa+하/xsv+ㄴ/etm
구성이다	구성/ncn+이/jp+다/ef
.	./sf
(	(/sl
42	42/nno
)	)/sr
a	a/f
.	./sf
*[[	*/sy+[/sl+[/sl
선생님이	선생/ncn+님/xsn+이/jcs
그	그/mmd
편지를	편지/ncn+를/jco
SLASHi	SLASHi/f
읽으셨을	읽/pvg+으시/ep+었/ep+을/etm
]	]/sr
때	때/ncn
모든	모든/mma
학생들이	학생/ncn+들/xsn+이/jcs
울었던	울/pvg+었/ep+던/etm
]	]/sr
교실	교실/ncn
i	i/f
b	b/f
.	./sf
[[	[/sl+[/sl
선생님이	선생/ncn+님/xsn+이/jcs
그	그/mmd
편지를	편지/ncn+를/jco
읽으셨을	읽/pvg+으시/ep+었/ep+을/etm
]	]/sr
때	때/ncn
모든	모든/mma
학생들이	학생/ncn+들/xsn+이/jcs
SLASHi	SLASHi/f
울었던	울/pvg+었/ep+던/etm
]	]/sr
교실	교실/ncn
i	i/f
따라서	따라서/maj
섬제약과	섬제약/ncn+과/jct
관련된	관련/ncpa+되/xsv+ㄴ/etm
관계구성에서	관계/ncn+구성/ncn+에서/jca
첨가어가	첨가/ncn+어/xsn+가/jcs
핵심명사가	핵심/ncn+명사/ncn+가/jcc
되는	되/pvg+는/etm
관계구성은	관계/ncn+구성/ncn+은/jxc
첨가어가	첨가/ncn+어/xsn+가/jcs
수식하는	수식/ncpa+하/xsv+는/etm
의미영역을	의미/ncn+영역/ncn+을/jco
넘어서는	넘/pvg+어/ecs+서/pvg+는/jxc
관계화는	관계/ncn+화/xsn+는/jxc
불가능하다는	불/xp+가능/ncpa+하/xsv+다/ef+는/etm
것이	것/nbn+이/jcs
지적되었다	지적/ncpa+되/xsv+었/ep+다/ef
.	./sf
따라서	따라서/maj
첨가어	첨가/ncn+어/xsn
는	는/jxc
그	그/mmd
수식의	수식/ncn+의/jcm
의미영역의	의미/ncn+영역/ncn+의/jcm
범위	범위/ncn
내에서	내/nbn+에서/jca
즉	즉/maj
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
의	의/jcm
값이	값/ncn+이/jcs
계속	계속/mag
계승되지	계승/ncpa+되/xsv+지/ecx
못하고	못하/px+고/ecs
그	그/mmd
일정한	일정/ncps+하/xsm+ㄴ/etm
범위	범위/ncn
내에서	내/nbn+에서/jca
결속되어야	결속/ncpa+되/xsv+어야/ecx
함을	하/px+ㅁ/etn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이	이/mmd
범위는	범위/ncn+는/jxc
대개	대개/mag
한	한/nnc
단계	단계/ncn
,	,/sp
즉	즉/maj
단문의	단문/ncn+의/jcm
영역이다	영역/ncn+이/jp+다/ef
.	./sf
첨가어가	첨가/ncn+어/xsn+가/jxc
관계화되는	관계/ncn+화/xsn+되/xsv+는/etm
것은	것/nbn+은/jxc
우선	우선/mag
여러	여러/mma
복잡성을	복잡/ncn+성/xsn+을/jco
야기한다	야기/ncpa+하/xsv+ㄴ다/ef
.	./sf
그	그/mmd
중의	중/nbn+의/jcm
하나는	하나/nnc+는/jxc
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
와	와/jct
관계된	관계/ncpa+되/xsv+ㄴ/etm
문제이다	문제/ncn+이/jp+다/ef
.	./sf
한국어	한국어/nq
관계문	관계/ncn+문/ncn
분석에	분석/ncn+에/jca
있어	있/paa+어/ecs
별도의	별도/ncn+의/jcm
공	공/ncn
관계사구를	관계사/ncn+구/ncn+를/jco
설정하지	설정/ncpa+하/xsv+지/ecx
않고	않/px+고/ecc
따라서	따라서/maj
INHER	INHER/f
|	|/sy
REL	REL/f
도	도/jxc
설정되지	설정/ncpa+되/xsv+지/ecx
않는	않/px+는/etm
여기서의	여기/npd+서/jca+의/jcm
분석방법은	분석/ncn+방법/ncn+은/jxc
무경계	무/xp+경계/ncn
의존구성	의존/ncn+구성/ncn
의	의/jcm
관점에서	관점/ncn+에서/jca
빠져	빠지/pvg+어/ecx
있는	있/px+는/etm
요소를	요소/ncn+를/jco
그	그/mmd
충어와	충어/ncn+와/jct
관련시키는	관련/ncpa+시키/xsv+는/etm
즉	즉/maj
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
의	의/jcm
개념만으로	개념/ncn+만으로/jca
그	그/mmd
구조를	구조/ncn+를/jco
설명하고	설명/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
하위범주화와	하위/ncn+범주/ncn+화/xsn+와/jct
관련이	관련/ncn+이/jcs
있는	있/paa+는/etm
보충어의	보충/ncn+어/xsn+의/jcm
경우는	경우/ncn+는/jxc
보충어	보충/ncn+어/xsn
추출규칙으로	추출/ncn+규칙/ncn+으로/jca
그	그/mmd
값을	값/ncn+을/jco
SLASH	SLASH/f
로	로/jca
파악하여	파악/ncpa+하/xsv+어/ecs
그	그/mmd
충어와	충어/ncn+와/jct
결속시키면	결속/ncpa+시키/xsv+면/ecx
되지만	되/px+지만/ecs
하위범주화되지	하위/ncn+범주/ncn+화/xsn+되/xsv+지/ecx
않는	않/px+는/etm
첨가어의	첨가/ncn+어/xsn+의/jcm
경우는	경우/ncn+는/jxc
그렇지	그렇/pad+지/ecx
못하다	못하/px+다/ef
.	./sf
HPSG	HPSG/f
에서는	에서/ncn+는/jxc
첨가어	첨가/ncn+어/xsn
추출을	추출/ncn+을/jco
위해	위하/pvg+어/ecs
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
첨가어	첨가/ncn+어/xsn
추출규칙을	추출/ncn+규칙/ncn+을/jco
설정하고	설정/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
(	(/sl
43	43/nno
)	)/sr
첨가어	첨가/ncn+어/xsn
추출규칙	추출/ncn+규칙/ncn
(	(/sl
Adjunct	Adjunct/f
Extraction	Extraction/f
Lexical	Lexical/f
Rule	Rule/f
)	)/sr
+--	+--/sy
-+	-/sd++/sy
|	|/sy
COMPS	COMPS/f
58412   <...,     </sl+./sf+./sf+./sf+,/sp
[	[/sl
2	2/nno
]	]/sr
V	V/f
"	"/sr
,...	,/sp+./sf+./sf+./sf+>/sr
|	|/sy
|	|/sy
[	[/sl
SUBJ	SUBJ/f
58423   <       </sl
>	>/sr+]/sr
|	|/sy
|	|/sy
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{	{/sl
}	}/sr
|	|/sy
+-	+/sy+-/sd
-+	-/sd++/sy
+-	+/sy+-/sd
-+	-/sd++/sy
|	|/sy
COMPS	COMPS/f
58439   <...,     </sl+./sf+./sf+./sf+,/sp
[	[/sl
2	2/nno
],...	]/sr+,/sp+./sf+./sf+./sf+>/sr
|	|/sy
|	|/sy
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
[	[/sl
Y	Y/f
"	"/sr
[	[/sl
MOD	MOD/f
[	[/sl
2	2/nno
]]:[	]/sr+]/sr+:/sp+[/sl
3	3/nno
]}	]/sr+}/sr
|	|/sy
|	|/sy
CONTENT	CONTENT/f
|	|/sy
SOA	SOA/f
-	-/sd
ARG	ARG/f
[	[/sl
3	3/nno
]	]/sr
|	|/sy
+-	+/sy+-/sd
--+	--+/sy
이	이/jcs
추출규칙에	추출/ncn+규칙/ncn+에/jca
의해	의하/pvg+어/ecx
첨가어가	첨가/ncn+어/xsn+가/jxc
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
구조로	구조/ncn+로/jca
추출될	추출/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
(	(/sl
44	44/nno
)	)/sr
V	V/f
"	"/sl
FILL	FILL/f
HEAD	HEAD/f
Adv	Adv/f
V	V/f
"	"/sr
[	[/sl
LOC	LOC/f
[	[/sl
3	3/nno
]	]/sr
]	]/sr
[	[/sl
SLASH	SLASH/f
{[	{/sl+[/sl
3	3/nno
]}]	]/sr+}/sr+]/sr
yesterday	yesterday/f
SUBJ	SUBJ/f
HEAD	HEAD/f
[	[/sl
1	1/nno
]	]/sr
N	N/f
"	"/sl
V	V/f
"	"/sl
SUBJ	SUBJ/f
58514   <[      </sl+[/sl
1	1/nno
]	]/sr+>/sr
I	I/f
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
3	3/nno
]}	]/sr+}/sr
HEAD	HEAD/f
COMP	COMP/f
V0	V0/f
[	[/sl
2	2/nno
]	]/sr
V	V/f
"	"/sl
SUBJ	SUBJ/f
58533   <[      </sl+[/sl
1	1/nno
]	]/sr+>/sr
COMPS	COMPS/f
58537   <[      </sl+[/sl
2	2/nno
]	]/sr+>/sr
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
3	3/nno
]	]/sr
[	[/sl
MOD	MOD/f
[	[/sl
2	2/nno
]]}	]/sr+]/sr+}/sr
Kim	Kim/f
left	left/f
believe	believe/f
그러나	그러나/maj
이	이/mmd
규칙은	규칙/ncn+은/jxc
다음과	다음/ncn+과/jct
같이	같이/jxc
명사의	명사/ncn+의/jcm
수식어나	수식/ncn+어/xsn+나/jcj
V	V/f
"[	"/sl+[/sl
SUBJ	SUBJ/f
58564   <[      </sl+[/sl
]	]/sr+>/sr
에는	에/jca+는/jxc
적용되지	적용/ncpa+되/xsv+지/ecx
않고	않/px+고/ecs
V	V/f
"[	"/sl+[/sl
SUBJ	SUBJ/f
58572   <       </sl
>	>/sr+]/sr
인	이/jp+ㄴ/etm
구조에만	구조/ncn+에/jca+만/jxc
적용될	적용/ncpa+되/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
제한하고	제한/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
(	(/sl
45	45/nno
)	)/sr
a	a/f
.	./sf
*	*/sy
Red	Red/f
,	,/sp
I	I/f
saw	saw/f
the	the/f
ball	ball/f
.	./sf
b	b/f
.	./sf
*	*/sy
Who	Who/f
shot	shot/f
the	the/f
sheriff	sheriff/f
,	,/sp
I	I/f
met	met/f
the	the/f
man	man/f
.	./sf
한국어	한국어/nq
관계구성에서	관계/ncn+구성/ncn+에서/jca
첨가어가	첨가/ncn+어/xsn+가/jcs
관계화되는	관계/ncn+화/xsn+되/xsv+는/etm
것도	것/nbn+도/jxc
이런	이런/mmd
규칙에	규칙/ncn+에/jca
따른다고	따르/pvg+ㄴ다고/ecs
할	하/pvg+ㄹ/etm
때	때/ncn
,	,/sp
섬제약을	섬제약/ncn+을/jco
어기는	어기/pvg+는/etm
구성에서	구성/ncn+에서/jca
첨가어가	첨가/ncn+어/xsn+가/jcs
관계화되기	관계/ncn+화/xsn+되/xsv+기/etn
어려운	어렵/paa+ㄴ/etm
것은	것/nbn+은/jxc
이	이/mmd
첨가어가	첨가/ncn+어/xsn+가/jxc
지닌	지니/pvg+ㄴ/etm
특성에	특성/ncn+에/jca
기인한다	기인/ncpa+하/xsv+ㄴ다/ef
.	./sf
즉	즉/maj
첨가어는	첨가/ncn+어/xsn+는/jxc
그	그/mmd
서술어와의	서술/ncn+어/xsn+와/jct+의/jcm
관계에서	관계/ncn+문/ncn+에서/jca
의미적	의미/ncn+적/xsn
특성을	특성/ncn+을/jco
갖는	갖/pvg+는/etm
성분이기	성분/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
내포된	내포/ncpa+되/xsv+ㄴ/etm
구성에서	구성/ncn+에서/jca
빠져	빠지/pvg+어/ecs
나와	나오/pvg+아/ecs
상위문의	상위/ncn+문/ncn+의/jcm
서술어와	서술/ncn+어/xsn+와/jct
관련을	관련/ncn+을/jco
맺게	맺/pvg+게/ecx
되는	되/px+는/etm
경우	경우/ncn
,	,/sp
그	그/mmd
본래의	본래/ncn+의/jcm
기능을	기능/ncn+을/jco
행할	행하/pvg+ㄹ/etm
수	수/nbn
없기	없/paa+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
우선	우선/mag
섬제약과	섬제약/ncn+과/jct
관련한	관련/ncpa+하/xsv+ㄴ/etm
구성에서	구성/ncn+에서/jca
이	이/mmd
첨가어가	첨가/ncn+어/xsn+가/jxc
상위문의	상위/ncn+문/ncn+의/jcm
핵심명사로	핵심/ncn+명사/ncn+로/jca
관계화된	관계/ncn+화/xsn+되/xsv+ㄴ/etm
부적격한	부/xp+적격/ncpa+하/xsv+ㄴ/etm
예를	예/ncn+를/jco
살펴보자	살피/pvg+어/ecs+보/pvg+자/ecs
.	./sf
(	(/sl
46	46/nno
)	)/sr
a	a/f
.	./sf
*[[	*/sy+[/sl+[/sl
선생님이	선생/ncn+님/xsn+이/jcs
그	그/mmd
편지를	편지/ncn+를/jco
SLASHi	SLASHi/f
읽으셨을	읽/pvg+으시/ep+었/ep+을/etm
]	]/sr
때	때/ncn
모든	모든/mma
학생들이	학생/ncn+들/xsn+이/jcs
울었던	울/pvg+었/ep+던/etm
]	]/sr
교실	교실/ncn
i	i/f
b	b/f
.	./sf
약식	약식/ncn
수형도	수형/ncn+도/xsn
*	*/sy
NP	NP/f
A	A/f
H	H/f
*	*/sy
[	[/sl
6	6/nno
]	]/sr
S	S/f
NP	NP/f
[	[/sl
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
4	4/nno
]}]	]/sr+}/sr+]/sr
[	[/sl
5	5/nno
][	]/sr+[/sl
LOCAL	LOCAL/f
[	[/sl
4	4/nno
]]	]/sr+]/sr
MOD	MOD/f
[	[/sl
5	5/nno
]	]/sr
A	A/f
H	H/f
[	[/sl
3	3/nno
]	]/sr
S	S/f
[	[/sl
6	6/nno
]	]/sr
S	S/f
[	[/sl
fin	fin/f
[	[/sl
던	던/etm
]]	]/sr+]/sr
[	[/sl
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
4	4/nno
]}]	]/sr+}/sr+]/sr
C	C/f
C	C/f
H	H/f
C	C/f
H	H/f
[	[/sl
1	1/nno
]	]/sr
NP	NP/f
[	[/sl
2	2/nno
]	]/sr
NP	NP/f
[	[/sl
3	3/nno
]	]/sr
V	V/f
NP	NP/f
[	[/sl
6	6/nno
]	]/sr
V	V/f
SUBCAT	SUBCAT/f
58773   <[      </sl+[/sl
1	1/nno
],	]/sr+,/sp
[	[/sl
2	2/nno
]	]/sr+>/sr
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
4	4/nno
]	]/sr
[	[/sl
MOD	MOD/f
[	[/sl
3	3/nno
]]}	]/sr+]/sr+}/sr
선생님이	선생/ncn+님/xsn+이/jcs
그	그/mmd
편지를	편지/ncn+를/jco
읽으셨을	읽/pvg+으시/ep+었/ep+을/etm
때	때/ncn
모든	모든/mma
학생들이	학생/ncn+들/xsn+이/jcs
울었던	울/pvg+었/ep+던/etm
교실	교실/ncn
이	이/mmd
수형도는	수형/ncn+도/xsn+는/etm
첨가어추출규칙에	첨가/ncn+어/xsn+추출/ncn+규칙/ncn+에/jca
의해	의하/pvg+어/ecs
내포된	내포/ncpa+되/xsv+ㄴ/etm
부사절에서	부사/ncn+절/ncn+에서/jca
추출된	추출/ncpa+되/xsv+ㄴ/etm
'	'/sl
교실	교실/ncn
'	'/sr
은	은/jxc
계속	계속/mag
상승되어	상승/ncpa+되/xsv+어/ecs
그	그/mmd
충어인	충어/ncn+이/jp+ㄴ/etm
LOCAL	LOCAL/f
[	[/sl
4	4/nno
]	]/sr
를	를/jco
만나게	만나/pvg+게/ecx
되면	되/px+면/ecs
그	그/mmd
결속이	결속/ncn+이/jcs
풀리게	풀리/pvg+게/ecx
되어	되/px+어/ecx
적격한	적격/ncpa+하/xsv+ㄴ/etm
구조가	구조/ncn+가/jcc
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
이	이/mmd
'	'/sl
교실	교실/ncn
'	'/sr
이라는	이/jp+라/ef+는/etm
첨가어가	첨가/ncn+어/xsn+가/jxc
가지는	가지/pvg+는/etm
MOD	MOD/f
[	[/sl
3	3/nno
]	]/sr
은	은/jxc
내포된	내포/ncpa+되/xsv+ㄴ/etm
부사절에서	부사/ncn+절/ncn+에서/jca
그	그/mmd
서술어를	서술/ncn+어/xsn+를/jco
수식하는	수식/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
되어	되/pvg+어/ecx
있고	있/px+고/ecc
따라서	따라서/maj
계승되어도	계승/ncpa+되/xsv+어/ecx+도/jxc
이	이/mmd
부사절까지만	부사/ncn+절/ncn+까지/jca+만/jxc
계승되고	계승/ncpa+되/xsv+고/ecc
이	이/mmd
범위	범위/ncn
내에서	내/nbn+에서/jca
자매노드에서	자매/ncn+노드/ncn+에서/jca
충어를	충어/ncn+를/jco
찾아야	찾/pvg+아야/ecs
하나	하/pvg+나/ecs
그렇지	그렇/pad+지/ecx
못하기	못하/px+기/etn
때문에	때문/nbn+에/jca
부적격하다	부/xp+적격/ncpa+하/xsv+다/ef
.	./sf
만일	만일/mag
이	이/mmd
'	'/sl
교실	교실/ncn
'	'/sr
이	이/jcs
상위문에서	상위문/ncn+에서/jca
관계화된	관계/ncn+화/xsn+되/xsv+ㄴ/etm
구성이라고	구성/ncn+이/jp+라고/ecx
한다면	하/px+ㄴ다면/ecs
이	이/mmd
문장은	문장/ncn+은/jxc
다음과	다음/ncn+과/jct
같이	같이/jxc
적격한	적격/ncpa+하/xsv+ㄴ/etm
구조가	구조/ncn+가/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.{{	./sf+{/sl+{/sl
이	이/mmd
문장의	문장/ncn+의/jcm
이런	이런/mmd
이중적인	이중/ncn+적/xsn+이/jp+ㄴ/etm
가능성	가능/ncn+성/xsn
때문에	때문/nbn+에/jca
적격성	적격/ncn+성/xsn
여부가	여부/ncn+가/jcs
중의적이라는	중의/ncn+적/xsn+이/jp+라/ef+는/etm
점이	점/ncn+이/jcs
3	3/nno
장에서	장/nbu+에서/jca
지적되었다	지적/ncpa+되/xsv+었/ep+다/ef
.	./sf
}}	}/sr+}/sr
(	(/sl
47	47/nno
)	)/sr
a	a/f
.	./sf
[[	[/sl+[/sl
선생님이	선생/ncn+님/xsn+이/jcs
그	그/mmd
편지를	편지/ncn+를/jco
읽으셨을	읽/pvg+으시/ep+었/ep+을/etm
]	]/sr
때	때/ncn
모든	모든/mma
학생들이	학생/ncn+들/xsn+이/jcs
SLASHi	SLASHi/f
울었던	울/pvg+었/ep+던/etm
]	]/sr
교실	교실/ncn
i	i/f
b	b/f
.	./sf
약식	약식/ncn
수형도	수형/ncn+도/xsn
NP	NP/f
A	A/f
H	H/f
[	[/sl
7	7/nno
]	]/sr
S	S/f
NP	NP/f
[	[/sl
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
4	4/nno
]}]	]/sr+}/sr+]/sr
[	[/sl
5	5/nno
][	]/sr+[/sl
LOCAL	LOCAL/f
[	[/sl
4	4/nno
]]	]/sr+]/sr
MOD	MOD/f
[	[/sl
5	5/nno
]	]/sr
A	A/f
H	H/f
[	[/sl
3	3/nno
]	]/sr
S	S/f
[	[/sl
7	7/nno
]	]/sr
S	S/f
[	[/sl
fin	fin/f
[	[/sl
던	던/etm
]]	]/sr+]/sr
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
4	4/nno
]	]/sr
[	[/sl
MOD	MOD/f
[	[/sl
7	7/nno
]]}	]/sr+]/sr+}/sr
C	C/f
C	C/f
H	H/f
C	C/f
H	H/f
[	[/sl
1	1/nno
]	]/sr
NP	NP/f
[	[/sl
2	2/nno
]	]/sr
NP	NP/f
[	[/sl
3	3/nno
]	]/sr
V	V/f
[	[/sl
6	6/nno
]	]/sr
NP	NP/f
[	[/sl
7	7/nno
]	]/sr
V	V/f
SUBCAT	SUBCAT/f
59006   <[      </sl+[/sl
1	1/nno
],	]/sr+,/sp
[	[/sl
2	2/nno
]	]/sr+>/sr
SUBCAT	SUBCAT/f
59013   <[      </sl+[/sl
6	6/nno
]	]/sr+>/sr
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
{[	{/sl+[/sl
4	4/nno
]	]/sr
[	[/sl
MOD	MOD/f
[	[/sl
7	7/nno
]]}	]/sr+]/sr+}/sr
선생님이	선생/ncn+님/xsn+이/jcs
그	그/mmd
편지를	편지/ncn+를/jco
읽으셨을	읽/pvg+으시/ep+었/ep+을/etm
때	때/ncn
모든	모든/mma
학생들이	학생/ncn+들/xsn+이/jcs
울었던	울/pvg+었/ep+던/etm
교실	교실/ncn
이	이/mmd
구조에서	구조/ncn+에서/jca
상위문	상위문/ncn
주절에서	주절/ncn+에서/jca
추출된	추출/ncpa+되/xsv+ㄴ/etm
보충어는	보충/ncn+어/xsn+는/jxc
그	그/mmd
MOD	MOD/f
[	[/sl
7	7/nno
]	]/sr
로	로/jca
되어	되/pvg+어/ecx
있는	있/px+는/etm
구조로	구조/ncn+로/jca
이	이/mmd
절	절/ncn
이	이/jcs
머리어이기	머리/ncn+어/xsn+이/jp+기/etn
때문에	때문/nbn+에/jca
그	그/mmd
추출된	추출/ncpa+되/xsv+ㄴ/etm
'	'/sl
교실	교실/ncn
'	'/sr
의	의/jcm
자매노드인	자매/ncn+노드/ncn+이/jp+ㄴ/etm
S	S/f
까지	까지/jxc
계승될	계승/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있고	있/paa+고/ecc
따라서	따라서/maj
적절한	적절/ncpa+하/xsv+ㄴ/etm
충어를	충어/ncn+를/jco
찾게	찾/pvg+게/ecx
되어	되/px+어/ecx
적격한	적격/ncpa+하/xsv+ㄴ/etm
구조가	구조/ncn+가/jcs
형성된다	형성/ncpa+되/xsv+ㄴ다/ef
.	./sf
이런	이런/mmd
사실을	사실/ncn+을/jco
바탕으로	바탕/ncn+으로/jca
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
새로운	새롭/paa+ㄴ/etm
SLASH	SLASH/f
승계	승계/ncn
-	-/sd
충족원리	충족/ncn+원리/ncn
{{	{/sl+{/sl
원래	원래/mag
P	P/f
&	&/sy
S	S/f
-	-/sd
1993	1993/nno
a	a/f
에서도	에서/jca+도/jxc
SLASH	SLASH/f
INHERITANCE	INHERITANCE/f
PRINCIPLE	PRINCIPLE/f
(	(/sl
SIP	SIP/f
)	)/sr
이	이/jcs
설정되어	설정/ncpa+되/xsv+어/ecs
흔적원리의	흔적/ncn+원리/ncn+의/jcm
일부로	일부/ncn+로/jca
기능하다가	기능/ncps+하/xsm+다가/ecs
다시	다시/mag
주어조건	주어/ncn+조건/ncn
(	(/sl
Subject	Subject/f
Conditions	Conditions/f
)	)/sr
로	로/jca
흡수되어	흡수/ncpa+되/xsv+어/ecx
버리고	버리/px+고/ecs
P	P/f
&	&/sy
S	S/f
-	-/sd
1993	1993/nno
b	b/f
에서는	에서/jca+는/jxc
흔적이론이	흔적/ncn+이론/ncn+이/jcs
필요없게	필요/ncn+없/paa+게/ecx
되므로	되/px+므로/ecs
이것도	이것/npd+도/jxc
별	별/mma
기능을	기능/ncn+을/jco
하지	하/pvg+지/ecx
못하게	못하/px+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
여기서	여기/npd+서/jca
설정되는	설정/ncpa+되/xsv+는/etm
SLASH	SLASH/f
승계	승계/ncn
-	-/sd
충족원리는	충족/ncn+원리/ncn+는/jxc
HPSG	HPSG/f
에서	에서/jca
설정된	설정/ncpa+되/xsv+ㄴ/etm
승계원리와	승계/ncn+원리/ncn+와/jct
차이가	차이/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
}}	}/sr+}/sr
를	를/jco
설정하도록	설정/ncpa+하/xsv+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
(	(/sl
48	48/nno
)	)/sr
SLASH	SLASH/f
승계	승계/ncn
-	-/sd
충족원리	충족/ncn+원리/ncn
주종구조	주종/ncn+구조/ncn
(	(/sl
headed	headed/f
construction	construction/f
)	)/sr
에서	에서/jca
추출된	추출/ncpa+되/xsv+ㄴ/etm
보충어	보충/ncn+어/xsn
SLASH	SLASH/f
들	들/xsn
,	,/sp
즉	즉/maj
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
일	이/jp+ㄹ/etm
경우는	경우/ncn+는/jxc
그	그/mmd
충어의	충어/ncn+의/jcm
자매노드까지	자매/ncn+노드/ncn+까지/jxc
계속	계속/mag
승계되고	승계/ncpa+되/xsv+고/ecc
결속될	결속/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있으나	있/paa+으나/ecs
,	,/sp
추출된	추출/ncpa+되/xsv+ㄴ/etm
첨가어	첨가/ncn+어/xsn
인	이/jp+ㄴ/etm
경우	경우/ncn
,	,/sp
즉	즉/maj
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
[	[/sl
MOD	MOD/f
[	[/sl
n	n/f
]]	]/sr+]/sr
인	이/jp+ㄴ/etm
경우	경우/ncn
,	,/sp
그	그/mmd
승계는	승계/ncn+는/jxc
[	[/sl
n	n/f
]	]/sr
범위까지이고	범위/ncn+까지/jxc+이/jp+고/ecc
이	이/mmd
범위	범위/ncn
내에서	내/nbn+에서/jca
자매노드의	자매/ncn+노드/ncn+의/jcm
충어와	충어/ncn+와/jct
결속되어야	결속/ncpa+되/xsv+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
5	5/nno
.	./sf
4	4/nno
.	./sf
5	5/nno
.	./sf
머리어가	머리/ncn+어/xsn+가/jxc
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성	관계/ncn+구성/ncn
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성	관계/ncn+구성/ncn
(	(/sl
internally	internally/f
headed	headed/f
relative	relative/f
construction	construction/f
)	)/sr
은	은/jxc
그	그/mmd
핵심명사로	핵심/ncnc+명사/ncn+로/jca
인정될	인정/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
성분이	성분/ncn+이/jcs
관계절	관계/ncn+절/ncn
속에	속/ncn+에/jca
있고	있/paa+고/ecc
이	이/mmd
핵심명사의	핵심/ncn+명사/ncn+의/jcm
위치에	위치/ncn+에/jca
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
나타나는	나타나/pvg+는/etm
구조로	구조/ncn+로/jca
이와	이/npd+와/jct
비슷한	비슷/ncps+하/xsm+ㄴ/etm
보문	보문/ncn
내지	내지/maj
동격구성과	동격/ncn+구성/ncn+과/jct
여러	여러/mma
