<tdmsfile>
<project>  </project>
45522   {{      {/sl+{/sl
45523   이      이/mmd
45524   예문들과        예문/ncn+들/xsn+과/jct
45525   구조는  구조/ncpa+는/jxc
45526   나영희  나영희/nq
45527   (       (/sl
45528   1986    1986/nnc
45529   )       )/sr
45530   에서    에서/jca
45531   제시되는        제시/ncpa+되/xsv+는/etm
45532   구조를  구조/ncpa+를/jco
45533   그대로  그대로/mag
45534   따랐다  따르/pvg+았/ep+다/ef
45535   .        ./sf
45536   그러나  그러나/maj
45537   이      이/mmd
45538   두      두/nnc
45539   구조는  구조/ncpa+는/jxc
45540   다음과  다음/ncn+과/jct
45541   같은    같/paa+ㄴ/etm
45542   구조로  구조/ncpa+로/jca
45543   기술되어야      기술/ncpa+되/xsv+어야/ecx
45544   할      하/px+ㄹ/etm
45545   것이다  것/nbn+이/jp+다/ef
45546   .        ./sf
45547   a       a/f
45548   .        ./sf
45549   [       [/sl
45550   [       [/sl
45551   진이    진/nq+이/jcs
45552   e       e/f
45553   만난    만나/pvg+ㄴ/etm
45554   ]       ]/sr
45555   사실이  사실/ncn+이/jcs
45556   보도된  보도/ncpa+되/xsv+ㄴ/etm
45557   ]       ]/sr
45558   사람들  사람/ncn+들/xsn
45559   b       b/f
45560   .        ./sf
45561   *[      */sy+[/sl
45562   [       [/sl
45563   진이    진/nq+이/jcs
45564   e       e/f
45565   만난    만나/pvg+ㄴ/etm
45566   ]       ]/sr
45567   사실이  사실/ncn+이/jcs
45568   잊혀진  잊히/pvg+어/ecx+지/px+ㄴ/etm
45569   ]       ]/sr
45570   사람들  사람/ncn+들/xsn
45571   }}      }/sr+}/sr
45572   b       b/f
45573   .        ./sf
45574   *[      */sy+[/sl
45575   [       [/sl
45576   e       e/f
45577   진이    진/nq+이/jcs
45578   만난    만나/pvg+ㄴ/etm
45579   ]       ]/sr
45580   사실이  사실/ncn+이/jcs
45581   잊혀진  잊히/pvg+어/ecx+지/px+ㄴ/etm
45582   ]       ]/sr
45583   사람들  사람/ncn+들/xsn
45584   위      위/ncn
45585   예문의  예문/ncn+의/jcm
45586   적격성에        적격성/ncn+에/jca
45587   차이가  차이/ncn+가/jcs
45588   나는    나/pvg+는/etm
45589   것은    것/nbn+은/jxc
45590   단언적  단언/ncpa+적/xsn
45591   서술어  서술어/ncn
45592   (       (/sl
45593   assertive        assertive/f
45594   predicate        predicate/f
45595   )       )/sr
45596   의      의/jcm
45597   특징에  특징/ncpa+에/jca
45598   기      기/ncn
45599   인한    인하/pvg+ㄴ/etm
45600   삽입적  삽입/ncpa+적/xsn
45601   (       (/sl
45602   parenthetical    parenthetical/f
45603   )       )/sr
45604   특성에  특성/ncn+에/jca
45605   기인한다고      기인/ncpa+하/xsv+ㄴ다고/ecs
45606   한다    하/pvg+ㄴ다/ef
45607   .        ./sf
45608   즉      즉/maj
45609   이렇게  이렇게/mag
45610   단언적인        단언/ncpa+적/xsn+이/jp+ㄴ/etm
45611   서술어  서술어/ncn
45612   (       (/sl
45613   a       a/f
45614   의      의/jcm
45615   경우    경우/ncn
45616   )       )/sr
45617   가      가/jcs
45618   섬제약을        섬제약/ncn+을/jco
45619   위반할  위반/ncpa+하/xsv+ㄹ/etm
45620   수      수/nbn
45621   있는    있/paa+는/etm
45622   것은    것/nbn+은/jxc
45623   그      그/mmd
45624   의미가  의미/ncps+가/jcs
45625   일반적으로      일반/ncn+적/xsn+으로/jca
45626   삽입적이고      삽입/ncpa+적/xsn+이/jp+고/ecc
45627   따라서  따라서/maj
45628   그      그/npp
45630   의미가  의미/ncps+가/jcs
45631   무시될  무시/ncpa+되/xsv+ㄹ/etm
45632   수      수/nbn
45633   있을    있/paa+ㄹ/etm
45634   만큼    만큼/nbn
45635   충분히  충분히/mag
45636   투명하기        투명/ncpa+하/xsv+기/etn
45637   때문이라고      때문/nbn+이/jp+라고/ecs
45638   한다    하/pvg+ㄴ다/ef
45639   .        ./sf
45640   그러나  그러나/maj
45641   이런    이런/mmd
45642   구조에  구조/ncpa+에/jca
45643   대해    대하/pvg+어/ecs
45644   서는    서/pvg+는/etm
45645   이미    이미/mag
45646   3       3/nnc
45647   장에서  장/nbu+에서/jca
45648   보충어와        보충어/ncn+와/jcj
45649   첨가어의        첨가어/ncn+의/jcm
45650   관점에서        관점/ncn+에서/jca
45651   살펴보았듯이    살피/pvg+어/ecx+보/px+았/ep+듯이/ecs
45652   통사적으로는    통사/ncn+적/xsn+으로/jca+는/jxc
45653   별      별/mma
45654   문제가  문제/ncn+가/jcs
45655   없고    없/paa+고/ecc
45656   의미론적        의미론/ncn+적/xsn
45657   정연성도        정연성/ncn+도/jxc
45658   별      별/mma
45659   문제가  문제/ncn+가/jcs
45660   없는    없/paa+는/etm
45661   구조이다        구조/ncpa+이/jp+다/ef
45662   .        ./sf
45663   다만    다만/mag
45664   b       b/f
45665   가      가/jcs
45666   부적격한        부적격하/pvg+ㄴ/etm
45667   것은    것/nbn+은/jxc
45668   그      그/mmd
45669   의미관계가      의미/ncps+관계/ncpa+가/jcs
45671   분명치  분명치/mag
45672   않기    않/px+기/etn
45673   때문이다        때문/nbn+이/jp+다/ef
45674   .        ./sf
45675   즉      즉/maj
45676   위      위/ncn
45677   내포된  내포/ncpa+되/xsv+ㄴ/etm
45678   관계절은        관계절/ncn+은/jxc
45679   '       '/sl
45680   진이    진/ncn+이/jcs
45681   그      그/mmd
45682   사람을  사람/ncn+을/jco
45683   만난    만나/pvg+ㄴ/etm
45684   '       '/sr
45685   것으로  것/nbn+으로/jca
45686   되어    되/pvg+어/ecx
45687   있고    있/px+고/ecc
45688   이      이/mmd
45689   사실이  사실/ncn+이/jcs
45690   다시    다시/mag
45691   '       '/sl
45692   그      그/mmd
45693   사람에게        사람/ncn+에게/jca
45694   잊혀진  잊히/pvg+어/ecx+지/px+ㄴ/etm
45695   '       '/sl
45696   구조로  구조/ncpa+로/jca
45697   되어    되/pvg+어/ecx
45698   있는데  있/px+는데/ecs
45699   이는    이/npd+는/jxc
45700   일관된  일관/ncpa+되/xsv+ㄴ/etm
45701   구성이  구성/ncpa+이/jcc
45703   아니다  아니/paa+다/ef
45704   .        ./sf
45705   즉      즉/maj
45706   내포된  내포/ncpa+되/xsv+ㄴ/etm
45707   관계절은        관계절/ncn+은/jxc
45708   '       '/sl
45709   진      진/nq
45710   '       '/sr
45711   에      에/jca
45712   대해서  대하/pvg+어서/ecs
45713   기술되다가      기술/ncpa+되/xsv+다가/ecs
45714   다시    다시/mag
45715   상위문에서      상위문/ncn+에서/jca
45716   '       '/sl
45717   사람    사람/ncn
45718   '       '/sl
45719   들로    들/ncn+로/jca
45720   모순되게        모순/ncn+되/xsv+게/ecs
45722   기술되어        기술/ncpa+되/xsv+어/ecx
45723   있기    있/px+기/etn
45724   때문이다        때문/nbn+이/jp+다/ef
45725   .        ./sf
45726   이를    이/npd+를/jco
45727   다음과  다음/ncn+과/jct
45728   같이    같이/mag
45729   정연한  정연하/paa+ㄴ/etm
45730   구조로  구조/ncpa+로/jca
45731   정리한  정리/ncpa+하/xsv+ㄴ/etm
45732   예는    예/ncn+는/jxc
45733   물론    물론/mag
45734   적격하다        적격하/pvg+다/ef
45736   .        ./sf
45737   (       (/sl
45738   49      49/nnc
45739   )       )/sr
45740   a       a/f
45741   .        ./sf
45742   [       [/sl
45743   [       [/sl
45744   e       e/f
45745   진을    진/nq+을/jco
45746   만난    만나/pvg+ㄴ/etm
45747   ]       ]/sr
45748   사실이  사실/ncn+이/jcs
45749   잊혀진  잊히/pvg+어/ecx+지/px+ㄴ/etm
45750   ]       ]/sr
45751   사람들  사람/ncn+들/xsn
45752   b       b/f
45753   .        ./sf
45754   [       [/sl
45755   [       [/sl
45756   진이    진/nq+이/jcs
45757   e       e/f
45758   만난    만나/pvg+ㄴ/etm
45759   ]       ]/sr
45760   사실을  사실/ncn+을/jco
45761   잊은    잊/pvg+ㄴ/etm
45762   ]       ]/sr
45763   사람들  사람/ncn+들/xsn
45764   네번째  네번째/nno
45765   구조에  구조/ncpa+에/jca
45766   따른    따르/pvg+ㄴ/etm
45767   분류는  분류/ncpa+는/jxc
45768   (       (/sl
45769   41      41/nnc
45770   )       )/sr
45771   3       3/nnc
45772   의      의/jcm
45773   존재적  존재/ncpa+적/xsn
45774   의미    의미/ncps
45775   (       (/sl
45776   existential       existential/f
45777   sense   sense/f
45778   )       )/sr
45779   와      와/jcj
45780   관련된  관련/ncpa+되/xsv+ㄴ/etm
45781   것이다  것/nbn+이/jp+다/ef
45783   .        ./sf
45784   '       '/sl
45785   있다    있/paa+다/ef
45786   ',       '/sl+,/sp
45787   '       '/sl
45788   없다    없/paa+다/ef
45789   ',       '/sl+,/sp
45790   '       '/sl
45791   많다    많/paa+다/ef
45792   ',       '/sl+,/sp
45793   '       '/sl
45794   적다    적/paa+다/ef
45795   '       '/sr
45796   등의    등/nbn+의/jcm
45797   서술어가        서술어/ncn+가/jcs
45798   그      그/mmd
45799   주어로  주어/ncn+로/jca
45800   문장을  문장/ncn+을/jco
45801   취하게  취하/pvg+게/ecx
45802   될      되/px+ㄹ/etm
45803   때      때/ncn
45804   이      이/mmd
45806   섬제약이        섬제약/ncn+이/jcs
45807   어겨질  어기/pvg+어/ecx+지/px+ㄹ/etm
45808   수      수/nbn
45809   있다는  있/paa+다는/etm
45810   것이다  것/nbn+이/jp+다/ef
45811   .        ./sf
45812   (       (/sl
45813   50      50/nnc
45814   )       )/sr
45815   a       a/f
45816   .        ./sf
45817   [       [/sl
45818   [       [/sl
45819   e       e/f
45820   e       e/f
45821   아는    알/pvg+는/etm
45822   ]       ]/sr
45823   사람이  사람/ncn+이/jcs
45824   많은    많/paa+ㄴ/etm
45825   ]       ]/sr
45826   소년    소년/ncn
45827   b       b/f
45828   .[       ./sf+[/sl
45829   [       [/sl
45830   e       e/f
45831   e       e/f
45832   작년에  작년/ncn+에/jca
45833   번      벌/pvg+ㄴ/etm
45834   ]       ]/sr
45835   돈이    돈/ncn+이/jcs
45836   얼마안되는      얼마/ncn+안/paa+되/xsv+는/etm
45837   ]       ]/sr
45838   사람들  사람/ncn+들/xsn
45839   이런    이런/mmd
45840   예들은  예/ncn+들/xsn+은/jxc
45841   의미적  의미/ncps+적/xsn
45842   정연성의        정연성/ncn+의/jcm
45843   관점에서        관점/ncn+에서/jca
45844   보면    보/pvg+면/ecs
45845   상위문의        상위문/ncn+의/jcm
45846   핵심명사가      핵심/ncn+명사/ncn+가/jcs
45847   '       '/sl
45848   속성    속성/ncn
45849   '       '/sr
45850   에      에/jca
45851   의해    의하/pvg+어/ecs
45852   일차적  일차/ncn+적/xsn
45853   으로    으로/jca
45854   잘      잘/mag
45855   제약되어        제약/ncpa+되/xsv+어/ecx
45856   있어    있/px+어/ecs
45857   적격한  적격하/pvg+ㄴ/etm
45858   구조로  구조/ncpa+로/jca
45859   파악될  파악/ncpa+되/xsv+ㄹ/etm
45860   수      수/nbn
45861   있음을  있/paa+ㅁ/etn+을/jco
45862   알      알/pvg+ㄹ/etm
45863   수      수/nbn
45864   있다    있/paa+다/ef
45865   .        ./sf
45866   다섯번째        다섯번째/nno
45867   가능성은        가능성/ncn+은/jxc
45868   (       (/sl
45869   41      41/nnc
45870   )       )/sr
45871   에서의  에서/jca+의/jcm
45872   1       1/nnc
45873   과      과/jct
45874   2       2/nnc
45875   의      의/jcm
45876   융합    융합/ncpa
45877   (       (/sl
45878   fusion  fusion/f
45879   )       )/sr
45880   이다    이/jp+다/ef
45881   .        ./sf
45882   (       (/sl
45883   51      51/nnc
45884   )       )/sr
45885   a       a/f
45886   .        ./sf
45887   [       [/sl
45888   [       [/sl
45889   e       e/f
45890   도착한  도착/ncpa+하/xsv+ㄴ/etm
45891   ]       ]/sr
45892   날짜가  날짜/ncn+가/jcs
45893   분명한  분명하/paa+ㄴ/etm
45894   ]       ]/sr
45895   편지    편지/ncpa
45896   b       b/f
45897   .        ./sf
45898   *[      */sy+[/sl
45899   [       [/sl
45900   e       e/f
45901   e       e/f
45902   받은    받/pvg+ㄴ/etm
45903   ]       ]/sr
45904   공이    공/ncn+이/jcs
45905   낡은    낡/paa+ㄴ/etm
45906   ]       ]/sr
45907   소년    소년/ncn
45908   c       c/f
45909   .        ./sf
45910   [       [/sl
45911   [       [/sl
45912   e       e/f
45913   e       e/f
45914   기르는  기르/pvg+는/etm
45915   ]       ]/sr
45916   사람이  사람/ncn+이/jcs
45917   잘      잘/mag
45918   돌봐    돌보/pvg+아/ecx
45919   준      주/px+ㄴ/etm
45920   ]       ]/sr
45921   개      개/ncn
45922   위의    위/ncn+의/jcm
45923   예      예/ncn
45924   a       a/f
45925   ,        ,/sp
45926   c       c/f
45927   는      는/jxc
45928   각각    각각/ncn
45929   '       '/sl
45930   도착한  도착/ncpa+하/xsv+ㄴ/etm
45931   날짜    날짜/ncn
45932   ',       '/sl+,/sp
45933   '       '/sl
45934   기르는  기르/pvg+는/etm
45935   사람    사람/ncn
45936   '       '/sr
45937   이      이/jcs
45938   결합하여        결합/ncpa+하/xsv+어/ecs
45939   하나의  하나/nnc+의/jcm
45940   명사구  명사구/ncn
45941   '       '/sl
45942   도착날짜        도착/ncpa+날짜/ncn
45943   ',       '/sl+,/sp
45944   '       '/sl
45945   주인    주인/ncn
45946   '       '/sr
45947   이라는  이/jp+라는/etm
45948   구조가  구조/ncpa+가/jcs
45949   형성될  형성/ncpa+되/xsv+ㄹ/etm
45950   수      수/nbn
45951   있고    있/paa+고/ecc
45952   이런    이런/mmd
45953   경우에  경우/ncn+에/jca
45954   섬제약을        섬제약/ncpa+을/jco
45955   위반할  위반/ncpa+하/xsv+ㄹ/etm
45956   수      수/nbn
45957   있다는  있/paa+다는/etm
45958   것이    것/nbn+이/jcs
45960   나영희  나영희/nq
45961   (       (/sl
45962   1986    1986/nnc
45963   )       )/sr
45964   의      의/jcm
45965   설명이다        설명/ncpa+이/jp+다/ef
45966   .        ./sf
45967   그러나  그러나/maj
45968   위의    위/ncn+의/jcm
45969   예도    예/ncn+도/jxc
45970   본      본/mma
45971   논의의  논의/ncpa+의/jcm
45972   의미적  의미/ncps+적/xsn
45973   정연성  정연성/ncn
45974   조건으로        조건/ncn+으로/jca
45975   간단히  간단히/mag
45977   설명될  설명/ncpa+되/xsv+ㄹ/etm
45978   수      수/nbn
45979   있다    있/paa+다/ef
45980   .        ./sf
45981   즉      즉/maj
45982   a       a/f
45983   와      와/jct
45984   c       c/f
45985   는      는/jxc
45986   그      그/mmd
45987   상위의  상위/ncn+의/jcm
45988   핵심명사를      핵심/ncn+명사/ncn+를/jco
45989   가장    가장/mag
45990   잘      잘/mag
45991   제약하는        제약/ncpa+하/xsv+는/etm
45992   구조인  구조/ncpa+이/jp+ㄴ/etm
45993   반면    반면/ncn
45994   b       b/f
45995   는      는/jxc
45996   '       '/sl
45997   소      소/ncn
45998   년      년/nbu
45999   '       '/sr
46000   에      에/jca
46001   대한    대하/pvg+ㄴ/etm
46002   제한보다        제한/ncpa+보다/jca
46003   내포된  내포/ncpa+되/xsv+ㄴ/etm
46004   핵심명사        핵심/ncn+명사/ncn
46005   '       '/sl
46006   공      공/ncn
46007   '       '/sr
46008   이      이/jcs
46009   더      더/mag
46010   제한되어        제한/ncpa+되/xsv+어/ecx
46011   있는    있/px+는/etm
46012   구조로  구조/ncpa+로/jca
46013   되어    되/pvg+어/ecx
46014   있기    있/px+기/etn
46015   때문    때문/nbn
46016   에      에/jca
46017   적격하지        적격하/pvg+지/ecx
46018   못하다  못하/px+다/ef
46019   .{{      ./sf+{/sl+{/sl
46020   이      이/mmd
46021   구조에서        구조/ncpa+에서/jca
46022   내포된  내포/ncpa+되/xsv+ㄴ/etm
46023   관계구성은      관계/ncpa+구성/ncpa+은/jxc
46024   '       '/sl
46025   대상    대상/ncn
46026   '       '/sr
46027   을      을/jco
46028   제약하고        제약/ncpa+하/xsv+고/ecc
46029   상위의  상위/ncn+의/jcm
46030   관계구성은      관계/ncpa+구성/ncpa+은/jxc
46031   '       '/sl
46032   속성    속성/ncn
46033   '       '/sr
46034   을      을/jco
46035   제약하기        제약/ncpa+하/xsv+기/etn
46036   때문에  때문/nbn+에/jca
46037   ,        ,/sp
46038   즉      즉/maj
46040   속성이  속성/ncn+이/jcs
46041   대상보다는      대상/ncn+보다/jca+는/jxc
46042   더      더/mag
46043   제약적이기      제약/ncpa+적/xsn+이/jp+기/etn
46044   때문에  때문/nbn+에/jca
46045   ,        ,/sp
46046   의미적  의미/ncps+적/xsn
46047   정연성의        정연성/ncn+의/jcm
46048   위계에  위계/ncn+에/jca
46049   의하면  의하/pvg+면/ecs
46050   적격한  적격하/pvg+ㄴ/etm
46051   구조로  구조/ncpa+로/jca
46052   파악되어야      파악/ncpa+되/xsv+어야/ecx
46054   하나    하/pvg+나/ecs
46055   그렇지  그렇/pad+지/ecx
46056   못한    못하/px+ㄴ/etm
46057   것은    것/nbn+은/jxc
46058   상위문  상위문/ncn
46059   핵심명사와      핵심/ncn+명사/ncn+와/jcj
46060   그      그/mmd
46061   속성과의        속성/ncn+과/jct+의/jcm
46062   관계때문이다    관계/ncpa+때문/nbn+이/jp+다/ef
46063   .        ./sf
46064   이에    이/npd+에/jca
46065   대한    대하/pvg+ㄴ/etm
46066   더      더/mag
46067   자세한  자세하/paa+ㄴ/etm
46068   논의는  논의/ncpa+는/jxc
46070   다음    다음/ncn
46071   절      절/ncn
46072   참조    참조/ncpa
46073   .        ./sf
46074   }}      }/sr+}/sr
46075   마지막으로      마지막/ncn+으로/jca
46076   살펴    살피/pvg+어/ecx
46077   볼      보/px+ㄹ/etm
46078   구조는  구조/ncpa+는/jxc
46079   (       (/sl
46080   41      41/nnc
46081   )       )/sr
46082   의      의/jcm
46083   4       4/nnc
46084   (       (/sl
46085   NP     NP/f
46086   )       )/sr
46087   의      의/jcm
46088   특성으로서의    특성/ncn+으로서/jca+의/jcm
46089   6       6/nnc
46090   의      의/jcm
46091   적절성  적절성/ncn
46092   (       (/sl
46093   appropriate      appropriate/f
46094   -       -/sd
46095   ness    ness/f
46096   )       )/sr
46097   에      에/jca
46098   대한    대하/pvg+ㄴ/etm
46099   것이다  것/nbn+이/jp+다/ef
46100   .        ./sf
46101   이는    이/npd+는/jxc
46102   앞에서  앞/ncn+에서/jca
46103   살펴    살피/pvg+어/ecx
46104   본      보/px+ㄴ/etm
46105   상대적  상대/ncn+적/xsn
46106   시간성과도      시간성/ncn+과/jct+도/jxc
46107   관련되며        관련/ncpa+되/xsv+며/ecc
46108   다른    다른/mma
46109   한편으로는      한편/ncn+으로/jca+는/jxc
46111   하위범주화되지  하위범주화/ncpa+되/xsv+지/ecx
46112   않는    않/px+는/etm
46113   핵심명사와      핵심/ncn+명사/ncn+와/jcj
46114   섬제약과        섬제약/ncn+과/jcj
46115   관련된  관련/ncpa+되/xsv+ㄴ/etm
46116   경우이다        경우/ncn+이/jp+다/ef
46117   .        ./sf
46118   (       (/sl
46119   52      52/nnc
46120   )       )/sr
46121   a       a/f
46122   .        ./sf
46123   *?[     */sy+?/sf+[/sl
46124   [       [/sl
46125   찰리가  찰리/nq+가/jcs
46126   진을    진/nq+을/jco
46127   만난    만나/pvg+ㄴ/etm
46128   ]       ]/sr
46129   것이    것/nbn+이/jcs
46130   알려진  알리/pvg+어/ecx+지/px+ㄴ/etm
46131   ]       ]/sr
46132   장소    장소/ncn
46133   /       //sp
46134   시간    시간/ncn
46135   /       //sp
46136   이유    이유/ncn
46137   이      이/jcs
46138   예는    예/ncn+는/jxc
46139   핵심명사가      핵심/ncn+명사/ncn+가/jcs
46140   관계절  관계절/ncn
46141   내에서  내/ncn+에서/jca
46142   보충어로        보충어/ncn+로/jca
46143   기능하지        기능하/pvg+지/ecx
46144   못하고  못하/px+고/ecc
46145   하위범주화되지  하위범주화/ncpa+되/xsv+지/ecx
46146   않는    않/px+는/etm
46148   첨가어가        첨가어/ncn+가/jcs
46149   핵심명사로      핵심/ncn+명사/ncn+로/jca
46150   나타난  나타나/pvg+ㄴ/etm
46151   구조인데        구조/ncpa+이/jp+ㄴ데/ecs
46152   ,        ,/sp
46153   '       '/sl
46154   알려진  알리/pvg+어/ecx+지/px+ㄴ/etm
46155   '       '/sr
46156   이라는  이/jp+라는/etm
46157   것은    것/nbn+은/jxc
46158   앞에서  앞/ncn+에서/jca
46159   논의한  논의/ncpa+하/xsv+ㄴ/etm
46160   첨가적  첨가/ncpa+적/xsn
46161   서술어  서술어/ncn
46162   이기    이/jp+기/etn
46163   때문에  때문/nbn+에/jca
46164   따라서  따라서/maj
46165   투명해서        투명/ncpa+하/xsv+어서/ecs
46166   적격한  적격하/pvg+ㄴ/etm
46167   구조가  구조/ncpa+가/jcs
46168   되어야  되/pvg+어야/ecx
46169   하는데  하/px+는데/ecs
46170   그렇지  그렇/pad+지/ecx
46171   못하다  못하/px+다/ef
46172   .        ./sf
46173   이를    이/npd+를/jco
46174   나영희  나영희/nq
46176   (       (/sl
46177   1986    1986/nnc
46178   )       )/sr
46179   는      는/jxc
46180   이런    이런/mmd
46181   하위범주화되지  하위범주화/ncpa+되/xsv+지/ecx
46182   않는    않/px+는/etm
46183   머리어는        머리어/ncn+는/jxc
46184   섬제약을        섬제약/ncn+을/jco
46185   위반하기        위반/ncpa+하/xsv+기/etn
46186   어렵다고        어렵/paa+다고/ecs
46187   설명하며        설명/ncpa+하/xsv+며/ecc
46188   이런    이런/mmd
46189   요소들은        요소/ncn+들/xsn+은/jxc
46190   통사적으로      통사/ncn+적/xsn+으로/jca
46191   즉      즉/mag
46192   하위범주화된    하위범주화/ncpa+되/xsv+ㄴ/etm
46193   논항보다는      논항/ncn+보다/jca+는/jxc
46194   의미적으로      의미/ncps+적/xsn+으로/jca
46195   함의된  함의된/ncn
46196   (       (/sl
46197   semanti semanti/f
46198   -       -/sd
46199   cally    cally/f
46200   entailed entailed/f
46201   )       )/sr
46202   핵심명사의      핵심/ncn+명사/ncn+의/jcm
46203   본질에  본질/ncn+에/jca
46204   기인한다고      기인/ncpa+하/xsv+ㄴ다고/ecs
46205   파악한다        파악/ncpa+하/xsv+ㄴ다/ef
46206   .        ./sf
46207   이러한  이러하/pad+ㄴ/etm
46208   차이점은        차이점/ncn+은/jxc
46209   이미    이미/mag
46210   3       3/nnc
46211   장의    장/nbu+의/jcm
46212   통사론적        통사론/ncn+적/xsn
46213   관점에서        관점/ncn+에서/jca
46214   지적되었다      지적/ncpa+되/xsv+었/ep+다/ef
46215   .        ./sf
46216   즉      즉/maj
46217   첨가어는        첨가어/ncn+는/jxc
46218   섬제약과        섬제약/ncn+과/jcj
46219   관련하여        관련/ncpa+하/xsv+어/ecs
46220   상위문의        상위/ncn+문의/ncn
46221   핵심명사가      핵심/ncn+명사/ncn+가/jcs
46222   되기    되/pvg+기/etn
46223   어렵고  어렵/paa+고/ecc
46224   특히    특히/mag
46225   내포된  내포/ncpa+되/xsv+ㄴ/etm
46226   절이    절/ncn+이/jcs
46227   첨가절일        첨가절/ncn+이/jp+ㄹ/etm
46228   때는    때/ncn+는/jxc
46229   더욱    더욱/mag
46230   불가능하다는    불가능/ncpa+하/xsv+다는/etm
46231   점이    점/ncn+이/jcs
46232   지적되었다      지적/ncpa+되/xsv+었/ep+다/ef
46233   .        ./sf
46234   위      위/ncn
46235   의      의/jcm
46236   예도    예/ncn+도/jxc
46237   '       '/sl
46238   배경    배경/ncn
46239   '       '/sl
46240   유형인  유형/ncn+이/jp+ㄴ/etm
46241   그      그/mmd
46242   핵심명사를      핵심/ncn+명사/ncn+를/jco
46243   더      더/mag
46244   제한할  제한/ncpa+하/xsv+ㄹ/etm
46245   수      수/nbn
46246   있는    있/paa+는/etm
46247   구조로  구조/ncpa+로/jca
46248   바꾸면  바꾸/pvg+면/ecs
46249   그      그/mmd
46250   적격성은        적격성/ncn+은/jxc
46251   훨      훨/mag
46252   씬      씬/mag
46253   더      더/mag
46254   높아진다        높/paa+아/ecx+지/px+ㄴ다/ef
46255   .        ./sf
46256   (       (/sl
46257   53      53/nnc
46258   )       )/sr
46259   a       a/f
46260   .        ./sf
46261   [       [/sl
46262   [       [/sl
46263   찰리가  찰리/nq+가/jcs
46264   진을    진/nq+을/jco
46265   만난    만나/pvg+ㄴ/etm
46266   ]       ]/sr
46267   것으로  것/nbn+으로/jca
46268   알려진  알리/pvg+어/ecx+지/px+ㄴ/etm
46269   ]       ]/sr
46270   장소    장소/ncn
46271   /       //sp
46272   시간    시간/ncn
46273   /       //sp
46274   이유    이유/ncn
46275   지금까지        지금/ncn+까지/jca
46276   나영희  나영희/nq
46277   (       (/sl
46278   1986    1986/nnc
46279   )       )/sr
46280   에서    에서/jca
46281   제시된  제시/ncpa+되/xsv+ㄴ/etm
46282   섬제약을        섬제약/ncn+을/jco
46283   어기는  어기/pvg+는/etm
46284   복합    복합/ncpa
46285   관계구성의      관계/ncpa+구성/ncpa+의/jcm
46286   예를    예/ncn+를/jco
46287   구체적  구체/ncn+적/xsn
46288   으로    으로/jca
46289   살펴보면서      살피/pvg+어/ecx+보/px+면서/ecs
46290   이      이/mmd
46291   분석이  분석/ncpa+이/jcs
46292   지니는  지니/pvg+는/etm
46293   특징    특징/ncpa
46294   및      및/maj
46295   문제점에        문제점/ncn+에/jca
46296   대해서  대하/pvg+어서/ecs
46297   논의하였다      논의/ncpa+하/xsv+었/ep+다/ef
46298   .        ./sf
46299   이러한  이러하/pad+ㄴ/etm
46300   분석    분석/ncpa
46301   은      은/jxc
46302   정밀한  정밀/ncps+하/xsm+ㄴ/etm
46303   분석을  분석/ncpa+을/jco
46304   제공한다는      제공/ncpa+하/xsv+ㄴ다는/etm
46305   점에서는        점/ncn+에서/jca+는/jxc
46306   의의가  의의/ncn+가/jcs
46307   있지만  있/paa+지만/ecs
46308   세밀함에        세밀하/paa+ㅁ/etn+에/jca
46309   치중한  치중/ncpa+하/xsv+ㄴ/etm
46310   결과    결과/ncpa
46311   복합    복합/ncpa
46312   관계    관계문/ncpa
46313   구성의  구성/ncpa+의/jcm
46314   일반적인        일반/ncn+적/xsn+이/jp+ㄴ/etm
46315   의미관계나      의미/ncps+관계문/ncpa+나/jcj
46316   그      그/mmd
46317   체계적인        체계/ncn+적/xsn+이/jp+ㄴ/etm
46318   유형을  유형/ncn+을/jco
46319   파악할  파악/ncpa+하/xsv+ㄹ/etm
46320   수      수/nbn
46321   없었으며        없/paa+었/ep+으며/ecs
46322   또      또/maj
46323   그      그/mmd
46324   분석이  분석/ncpa+이/jcs
46325   모      모/ncn
46326   호한    호한/ncn
46327   경우가  경우/ncn+가/jcs
46328   많고    많/paa+고/ecc
46329   또      또/maj
46330   어휘의  어휘/ncn+의/jcm
46331   특성과도        특성/ncn+과/jct+도/jxc
46332   깊은    깊/paa+ㄴ/etm
46333   관련을  관련/ncpa+을/jco
46334   맺어    맺/pvg+어/ecs
46335   그      그/mmd
46336   관계의  관계문/ncpa+의/jcm
46337   범위를  범위/ncn+를/jco
46338   명확히  명확히/mag
46339   규정    규정/ncpa
46340   짓기    짓/pvg+기/etn
46341   어려운  어렵/paa+ㄴ/etm
46342   문제점이        문제점/ncn+이/jcs
46343   나타난다        나타나/pvg+ㄴ다/ef
46344   .        ./sf
46345   여기서는        여기/npd+서/jca+는/jxc
46346   관계구문이      관계/ncpa+구문/ncn+이/jcs
46347   그      그/mmd
46348   핵심명사와      핵심/ncn+명사/ncn+와/jct
46349   갖는    갖/pvg+는/etm
46350   의미유형을      의미/ncps+유형/ncn+을/jco
46351   바탕으로        바탕/ncpa+으로/jca
46352   이것이  이것/npd+이/jcs
46353   섬제약의        섬제약/ncn+의/jcm
46354   위      위/ncn
46355   반으로  반/ncn+으로/jca
46356   나타나는        나타나/pvg+는/etm
