<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0054.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0054.txt </filename>
<title>한국경제,  설 땅이 없다 : 일본, 동남아연합, 한국경제의 선택과 전략</title>
<author>이경규 [외]  </author>
<date>1993  </date>
<publisher>중앙일보사  </publisher>
<kdc>320.911  </kdc>
<ddc>330.9519  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
동남아서	동남아/nq+서/jca
'	'/sr
란	라/ef+ㄴ/etm
프로그램을	프로그램/ncn+을/jco
방영하고	방영/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
일본	일본/nq
NTV	NTV/f
(	(/sl
Nippon	Nippon/f
TV	TV/f
)	)/sr
에서	에서/jca
만든	만들/pvg+ㄴ/etm
프로그램을	프로그램/ncn+을/jco
그대로	그대로/mag
갖고와	갖/pvg+고/ecs+오/pvg+아/ecs
방영한다	방영/ncpa+하/xsv+ㄴ다/ef
.	./sf
이	이/mmd
프로그램은	프로그램/ncn+은/jxc
일본계	일본/nq+계/xsn
기업들이	기업/ncn+들/xsn+이/jcs
제안하고	제안/ncpa+하/xsv+고/ecc
찬조금을	찬조/ncn+금/xsn+을/jco
내	내/pvg+어/ecx
운영되고	운영/ncpa+되/xsv+고/ecx
있다	있/px+다/ef
.	./sf
인도네시아에서는	인도네시아/nq+에서/jca+는/jxc
올	올/ncn
1월부터	1/nno+월/nbu+부터/jxc
일본인의	일본/nq+인/xsn+의/jcm
일상생활과	일상/ncn+생활/ncn+과/jcj
예의	예의/ncn
등을	등/nbn+을/jco
주제로	주제/ncn+로/jca
일본어	일본어/nq
드라마의	드라마/ncn+의/jcm
TV	TV/f
방영을	방영/ncn+을/jco
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
또	또/maj
선진일본의	선진/ncn+일본/nq+의/jcm
문화를	문화/ncn+를/jco
배우자는	배우/pvg+자/ef+는/etm
의미에서	의미/ncn+에서/jca
각	각/mma
일간지들도	일간/ncn+지/xsn+들/xsn+도/jxc
일본문화를	일본/nq+문화/ncn+를/jco
특집으로	특집/ncn+으로/jca
자주	자주/mag
내보내고	내보내/pvg+고/ecx
있다	있/px+다/ef
.	./sf
일본문화	일본/nq+문화/ncn
내	내/nbn
서점에는	서점/ncn+에/jca+는/jxc
반드시	반드시/mag
일본어책	일본어/nq+책/ncn
코너가	코너/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
매장의	매장/ncn+의/jcm
거의	거의/mag
반을	반/ncn+을/jco
차지하며	차지/ncpa+하/xsv+며/ecs
일본어	일본어/nq
교본을	교본/ncn+을/jco
비롯해	비롯/ncpa+하/xsv+어/ecs
일본	일본/nq
최신	최신/ncn
서적들이	서적/ncn+들/xsn+이/jcs
선을	선/ncn+을/jco
보이고	보이/pvg+고/ecx
있다	있/px+다/ef
.	./sf
일본은	일본/nq+은/jxc
80년대	80/nnc+년대/nbu
말부터	말/ncn+부터/jxc
동남아	동남아/nq
사회에	사회/ncn+에/jca
새롭게	새롭/paa+게/ecs
접근하기	접근/ncpa+하/xsv+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
싱가포르의	싱가포르/nq+의/jcm
유수한	유수/ncps+하/xsm+ㄴ/etm
빌딩	빌딩/ncn
중	중/nbn
하나인	하나/nnc+이/jp+ㄴ/etm
UIC32	UIC/f+32/nnc
층에서는	층/nbu+에서/jca+는/jxc
'	'/sl
시티	시티/ncn
오부	오부/ncn
오사카	오사카/nq
'	'/sr
란	라/ef+ㄴ/etm
다소	다소/mag
낯설게	낯/ncn+설/paa+게/ecs
느껴지는	느끼/pvg+어/ecx+지/px+는/etm
이름이	이름/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
다름아닌	다름/ncn+아니/paa+ㄴ/etm
오사카시의	오사카시/nq+의/jcm
싱가포르	싱가포르/nq
파견소다	파견/ncn+소/xsn+다/ef
.	./sf
89년	89/nno+년/nbu
개설된	개설/ncpa+되/xsv+ㄴ/etm
이	이/mmd
곳은	곳/ncn+은/jxc
2	2/nnc
명의	명/nbu+의/jcm
직원이	직원/ncn+이/jcs
상주하며	상주/ncpa+하/xsv+며/ecs
양국	양국/ncn
상공인의	상공/ncn+인/xsn+의/jcm
교류를	교류/ncn+를/jco
주선한다	주선/ncpa+하/xsv+ㄴ다/ef
.	./sf
이코추상사에서	이코추상사/nq+에서/jca
1	1/nnc
명이	명/nbu+이/jcs
파견근무를	파견/ncn+근무/ncn+를/jco
하고	하/pvg+고/ecx
있기도	있/px+기/etn+도/jxc
하다	하/pvg+다/ef
.	./sf
이런	이런/mmd
성격의	성격/ncn+의/jcm
일본지방대표부는	일본/nq+지방/ncn+대표/ncn+부/xsn+는/jxc
싱가포르에만	싱가포르/nq+에/jca+만/jxc
12	12/nnc
개소가	개/nbu+소/xsn+가/jcs
있다	있/paa+다/ef
.	./sf
고급	고급/ncn
두뇌집단에	두뇌/ncn+집단/ncn+에/jca
대한	대하/pvg+ㄴ/etm
접근도	접근/ncn+도/jxc
이루어지고	이루/pvg+어/ecx+지/px+고/ecx
있다	있/px+다/ef
.	./sf
동남아에서	동남아/nq+에서/jca
가장	가장/mag
이름높은	이름/ncn+높/pvg+은/jxc
연구소의	연구/ncn+소/xsn+의/jcm
하나인	하나/nnc+이/jp+ㄴ/etm
말레이시아	말레이시아/nq
국제	국제/ncn
및	및/maj
전략문제연구소	전략/ncn+문제/ncn+연구/ncn+소/xsn
,	,/sp
우리나라의	우리/npp+
KDI	KDI/f
격으로	격/nbn+으로/jca
와와산	와와산/nq
2020	2020/nnc
등	등/nbn
주요한	주요/ncps+하/xsm+ㄴ/etm
경제정책	경제/ncn+정책/ncn
입안에	입안/ncn+에/jca
관여해왔다	관여/ncpa+하/xsv+어/ecx+오/px+았/ep+다/ef
.	./sf
여기에	여기/npd+에/jca
일본	일본/nq
경단련	경단련/nq
(	(/sl
經團連	經團連/nq
)	)/sr
과	과/jcj
상공회의소는	상공/ncn+회의/ncn+소/xsn+는/jxc
90년	90/nno+년/nbu
1천	1천/nnc
2백만	2백만/nnc
엔을	엔/nbu+을/jco
대고	대/pvg+고/ecc
일본연구소를	일본/nq+연구/ncn+소/xsn+를/jco
설립했다	설립/ncpa+하/xsv+었/ep+다/ef
.	./sf
올해까지	올해/ncn+까지/jxc
모두	모두/mag
3	3/nnc
차례의	차례/nbu+의/jcm
일본관계	일본/nq+관계/ncn
세미나를	세미나/ncn+를/jco
열었다	열/pvg+었/ep+다/ef
.	./sf
아시아	아시아/nq
각국에서	각국/ncn+에서/jca
50	50/nnc
여명의	여명/ncn+의/jcm
학자	학자/ncn
및	및/maj
관료가	관료/ncn+가/jcs
참여해	참여/ncpa+하/xsv+어/ecx
나흘간	나흘/ncn+간/xsn
열리는	열리/pvg+는/etm
대형	대형/ncn
세미나다	세미나/ncn+다/ef
.	./sf
우리나라는	우리/npp+나라/ncn+는/jxc
초청받지	초청/ncn+받/pvg+지/ecx
못했다	못하/px+었/ep+다/ef
.	./sf
이	이/mmd
연구소에는	연구/ncn+소/xsn+에/jca+는/jxc
2	2/nnc
명의	명/nbu+의/jcm
일본인이	일본/nq+인/xsn+이/jcs
있다	있/paa+다/ef
.	./sf
일본의	일본/nq+의/jcm
저명한	저명/ncps+하/xsm+ㄴ/etm
아시아연구소의	아시아연구소/nq+의/jcm
연구원과	연구/ncn+원/xsn+과/jcj
동경은행의	동경은행/nq+의/jcm
연구원이	연구/ncn+원/xsn+이/jcs
그들이다	그/npp+들/xsn+이/jp+다/ef
.	./sf
이들은	이/npd+들/xsn+은/jxc
이	이/mmd
곳에	곳/ncn+에/jca
파견돼	파견/ncpa+되/xsv+어/ecx
연구활동을	연구/ncn+활동/ncn+을/jco
벌이며	벌이/pvg+며/ecs
인맥을	인맥/ncn+을/jco
구축하고	구축/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
현지의	현지/ncn+의/jcm
대표적	대표/ncn+적/xsn
싱크	싱크/ncn
탱커들과의	탱커/ncn+들/xsn+과/jct+의/jxc
교분이	교분/ncn+이/jcs
장차	장차/mag
어떻게	어떻/pad+게/ecs
활용될지는	활용/ncpa+되/pvg+ㄹ지/ecs+는/etm
상상에	상상/ncn+에/jca
맡길	맡기/pvg+ㄹ/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
일본은	일본/nq+은/jxc
이밖에도	이/npd+밖/ncn+에/jca+도/jxc
기업이나	기업/ncn+이나/jcj
경제단체에서	경제/ncn+단체/ncn+에서/jca
대학	대학/ncn
등	등/nbn
현지학교에	현지/ncn+학교/ncn+에/jca
장학금을	장학/ncn+금/xsn+을/jco
전달하고	전달/ncpa+하/xsv+고/ecc
많은	많/paa+은/etm
유학생을	유학/ncn+생/xsn+을/jco
일본으로	일본/nq+으로/jca
보내	보내/pvg+어/ecs
일본을	일본/nq+을/jco
이해하도록	이해/ncpa+하/xsv+도록/ecs
도와주고있다	돕/pvg+아/ecx+주/px+고/ecx+있/px+다/ef
.	./sf
태국의	태국/nq+의/jcm
경우	경우/ncn
일본유학생	일본/nq+유학/ncn+생/xsn
출신자들의	출신/ncn+자/xsn+들/xsn+의/jcm
월례모임이	월례/ncn+모임/ncn+이/jcs
중요한	중요/ncps+하/xsm+ㄴ/etm
정보교환장소라는	정보/ncn+교환/ncn+장소/ncn+라/ef+는/etm
것은	것/nbn+은/jxc
잘	잘/mag
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
사실이다	사실/ncn+이/jp+다/ef
.	./sf
동남아에서는	동남아/nq+에서/jca+는/jxc
일본인	일본/nq+인/xsn
여행객들을	여행/ncn+객/xsn+들/xsn+을/jco
어렵잖게	어렵/paa+지/ecx+않/px+게/ecs
만날	만나/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이들	이/npd+들/xsn
가운데는	가운데/ncn+는/jxc
대학생	대학생/ncn
차림의	차림/ncn+의/jcm
젊은	젊/paa+은/etm
층도	층/ncn+도/jxc
많고	많/paa+고/ecc
중년	중년/ncn
남성집단들도	남성/ncn+집단/ncn+들/xsn+도/jxc
쉽사리	쉽사리/mag
눈에	눈/ncn+에/jca
띈다	띄/pvg+ㄴ다/ef
.	./sf
젊은이들은	젊은이/ncn+들/xsn+은/jxc
그야말로	그야말로/maj
여행을	여행/ncn+을/jco
하고	하/pvg+고/ecx
있는	있/px+는/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
중년층은	중년/ncn+층/xsn+은/jxc
장삿거리를	장삿거리/ncn+를/jco
찾아	찾/pvg+아/ecs
이곳에	이/mmd+곳/ncn+에/jca
온	오/pvg+ㄴ/etm
사람들이다	사람/ncn+들/xsn+이/jp+다/ef
.	./sf
싱가포르의	싱가포르/nq+의/ncn
경우	경우/ncn
일본인이	일본/nq+인/xsn+이/jcs
3만	3만/nnc
5천	5천/nnc+명/nbu+으로/jca
추산되는데	추산/ncpa+되/xsv+는데/ecs
1만	1만/nnc
명은	명/nbu+은/jxc
주재원	주재/ncn+원/xsn
,	,/sp
1만	1만/nnc
명은	명/nbu+은/jxc
관광객이다	관광/ncn+객/xsn+이/jp+다/ef
,	,/sp
동남아	동남아/nq
다른	다르/paa+ㄴ/etm
나라도	나라/ncn+도/jxc
이	이/mmd
비율은	비율/ncn+은/jxc
비슷히다	비슷/ncps+하/xsm+다/ef
.	./sf
일본의	일본/nq+의/jcm
이같은	이/npd+같/paa+은/jxc
총체적	총체/ncn+적/xsn
접근으로	접근/ncn+으로/jca
오늘의	오늘/ncn+의/jcm
동남아는	동남아/nq+는/jxc
일본화	일본/ncn+화/xsn
되고	되/pvg+고/ecx
있다	있/px+다/ef
.	./sf
일본	일본/nq
해외진출의	해외/ncn+진출/ncn+의/jcm
첨병	첨병/ncn
,	,/sp
종합상사	종합/ncn+상사/ncn
은행	은행/ncn
JETRO	JETRO/f
일본기업의	일본/nq+기업/ncn+의/jcm
해외진출은	해외/ncn+진출/ncn+은/jxc
마치	마치/mag
치밀하게	치밀/ncps+하/xsm+게/ecs
계획된	계획/ncpa+되/xsv+ㄴ/etm
상륙작전	상륙/ncn+작전/ncn
같다	같/paa+다/ef
.	./sf
그래서	그래서/maj
본격적인	본격/ncn+적/xsn+이/jp+ㄴ/etm
진주	진주/ncn
이전에	이전/ncn+에/jca
'	'/sl
해병대	해병/ncn+대/xsn
'	'/sr
가	가/jcs
앞장을	앞장/ncn+을/jco
선다	서/pvg+ㄴ다/ef
.	./sf
이른바	이른바/maj
3대	3/nnc+대/nbu
해병대	해병대/ncn
조직이란	조직/ncn+이/jp+란/jxc
종합상사	종합/ncn+상사/ncn
은행	은행/ncn
JETRO	JETRO/f
등이다	등/nbn+이/jp+다/ef
.	./sf
종합상사의	종합/ncn+상사/ncn+의/jcm
시장개척과	시장/ncn+개척/ncn+과/jcj
은행의	은행/ncn+의/jcm
자금지원	자금/ncn+지원/ncn
,	,/sp
그리고	그리고/maj
JETRO의	JETRO/f+의/ncn
정보공급	정보/ncn+공급/ncn
등을	등/nbn+을/jco
통해	통하/pvg+어/ecx
일본기업의	일본/nq+기업/ncn+의/jcm
해외진출은	해외/ncn+진출/ncn+은/jxc
시작부터	시작/ncn+부터/jxc
높은	높/paa+은/etm
성공확률	성공/ncn+확률/ncn
아래	아래/ncn
출발한다는	출발/ncpa+하/xsv+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
여기에다	여기/npd+에/jca+다/jxc
하나를	하나/ncn+를/jco
더	더/mag
끼워넣어	끼우/pvg+어/ecs+넣/pvg+어/ecs
일본경제신문까지	일본/nq+경제/ncn+신문/ncn+까지/jca
포함시키기도	포함/ncpa+시키/xsv+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
언론의	언론/ncn+의/jcm
현지	현지/ncn
특파원	특파/ncn+원/xsn
조직까지도	조직/ncn+까지/jxc+도/jxc
기업들의	기업/ncn+들/xsn+의/jcm
해외진출을	해외/ncn+진출/ncn+을/jco
돕는데	돕/pvg+는데/ecs
한몫을	한몫/ncn+을/jco
하고	하/pvg+고/ecx
있기	있/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
한국	한국/nq
기업의	기업/ncn+의/jcm
해외진출에는	해외/ncn+진출/ncn+에/jca+는/jxc
이런	이런/mmd
해병대	해병/ncn+대/xsn
조직이	조직/ncn+이/jcs
없다	없/paa+다/ef
.	./sf
바다에	바다/ncn+에/jca
기뢰가	기뢰/ncn+가/jcs
어디에	어디/npd+에/jca
떠있는지	뜨/paa+어/ecs+있/paa+는지/ecs
,	,/sp
적군의	적군/ncn+의/jcm
화력이	화력/ncn+이/jcs
어느	어느/mmd
정도인지도	정도/ncn+이/jp+ㄴ지/ecs+도/jxc
모른	모르/pvg+ㄴ/etm
채	채/nbn
무턱대고	무턱대/pvg+고/ecs
상륙작전을	상륙/ncn+작전/ncn+을/jco
밀어붙일	밀/pvg+어/ecs+붙이/pvg+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없는	없/paa+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
게다가	게다가/maj
일본의	일본/nq+의/jcm
협조정신은	협조/ncn+정신/ncn+은/jxc
알아줘야	알/pvg+아/ecx+주/px+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
정부든	정부/ncn+든/jxc
,	,/sp
은행이든	은행/ncn+이/jp+든/jxc
,	,/sp
JETRO든	JETRO/f+든/jxc
간에	간/nbn+에/jca
국익과	국익/ncn+과/jcj
관련되는	관련/ncpa+되/xsv+는/etm
차원에선	차원/ncn+에서/jca+ㄴ/jxc
철저한	철저/ncps+하/xsm+ㄴ/etm
정보공유가	정보/ncn+공유/ncn+가/jcs
습관화	습관/ncn+화/xsn
되어	되/pvg+어/ecx
있다	있/px+다/ef
.	./sf
갖가지	갖가지/ncn
모임을	모임/ncn+을/jco
통한	통하/pvg+ㄴ/etm
정보교류가	정보/ncn+교류/ncn+가/jcs
효과적으로	효과/ncn+적/xsn+으로/jca
이뤄진다	이루/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
그런	그런/mmd
까닭에	까닭/ncn+에/jca
무슨	무슨/mmd
일이든	일/ncn+이든/jxc
모두들	모두/ncn+들/xsn
한	한/nnc
목소리로	목소리/ncn+로/jca
합창을	합창/ncn+을/jco
한다	하/pvg+ㄴ다/ef
.	./sf
무슨	무슨/mmd
각본이라도	각본/ncn+이/jp+라도/jxc
있는	있/paa+는/etm
것처럼	것/nbn+처럼/jca
.	./sf
종합상사만	종합/ncn+상사/ncn+만/jxc
해도	하/pvg+어도/ecs
우리의	우리/npp+의/jcm
종합상사와는	종합/ncn+상사/ncn+와/jct+는/jxc
판이하다	판이/ncps+하/xsm+다/ef
.	./sf
한국의	한국/nq+의/jcm
종합상사는	종합/ncn+상사/ncn+는/jxc
중소기업	중소/ncn+기업/ncn
상대를	상대/ncn+를/jco
가급적	가급/ncn+적/xsn
꺼리는	꺼리/pvg+는/etm
반면	반면/ncn
,	,/sp
일본의	일본/nq+의/jcm
종합상사는	종합/ncn+상사/ncn+는/jxc
처음부터	처음/ncn+부터/jxc
끝까지	끝/ncn+까지/jca
보살펴준다	보살피/pvg+어/ecx+주/px+ㄴ다/ef
.	./sf
더구나	더구나/mag
자기네	자기/ncn+네/xsn
그룹회사	그룹/ncn+회사/ncn
제품만	제품/ncn+만/jxc
끼고	끼/pvg+고/ecx
도는	돌/pvg+는/etm
것과는	것/nbn+과/jct+는/jxc
거리가	거리/ncn+가/jcs
멀다	멀/paa+다/ef
.	./sf
예컨데	예컨데/maj
미쓰이가	미쓰이/nq+가/jcs
미쓰비시	미쓰비시/nq
제품을	제품/ncn+을/jco
취급하고	취급/ncpa+하/xsv+고/ecc
그	그/mmd
반대의	반대/ncn+의/jcm
경우도	경우/ncn+도/jxc
전혀	전혀/mag
이상할	이상/ncps+하/xsm+ㄹ/etm
게	거/nbn+이/jcs
없다	없/paa+다/ef
.	./sf
우리네	우리/npp+네/xsn
현실로는	현실/ncn+로/jca+는/jxc
생각도	생각/ncn+도/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
최근	최근/ncn
들어서는	들어서/pvg+는/etm
각국의	각국/ncn+의/jcm
유통조직까지	유통/ncn+조직/ncn+까지/jxc
손에	손/ncn+에/jca
넣기	넣/pvg+기/etn
시작함에	시작/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
일본	일본/nq
기업의	기업/ncn+의/jcm
진출은	진출/ncn+은/jxc
한결	한결/mag
수월해졌다	수월/ncps+하/xsm+어/ecx+지/px+었/ep+다/ef
.	./sf
이런	이런/mmd
일본에	일본/nq+에/jca
비하면	비하/pvg+면/ecs
우리는	우리/npp+는/jxc
너무	너무/mag
차이가	차이/ncn+가/jcs
난다는	나/pvg+ㄴ다/ef+는/etm
사실을	사실/ncn+을/jco
가는	가/pvg+는/etm
곳마다	곳/ncn+마다/jxc
확인할	확인/ncpa+하/xsv+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없었다	없/paa+었/ep+다/ef
.	./sf
해병대	해병/ncn+대/xsn
조직이고	조직/ncn+이/jp+고/ecs
뭐고	뭐/npd+고/ecs
간에	간/nbn+에/jca
우리는	우리/npp+는/jxc
기본적으로	기본/ncn+적/xsn+으로/jca
이가	이/ncn+가/jcs
안	안/mag
맞는	맞/pvg+는/etm
것이	것/nbn+이/jcs
너무	너무/mag
많다	많/paa+다/ef
.	./sf
정부부터	정부/ncn+부터/jxc
동남아	동남아/nq
진출에	진출/ncn+에/jca
대한	대하/pvg+ㄴ/etm
기본인식이	기본/ncn+인식/ncn+이/jcs
과연	과연/mag
어떤	어떤/mmd
것인지가	것/nbn+이/jp+ㄴ지/ef+가/jcs
의심스러울	의심/ncps+스럽/xsm+ㄹ/etm
지경이다	지경/nbn+이/jp+다/ef
.	./sf
현지	현지/ncn
대사관의	대사/ncn+관/xsn+의/jcm
직제만	직제/ncn+만/jxc
해도	하/pvg+어도/ecs
고개를	고개/ncn+를/jco
갸우뚱거리게	갸우뚱거리/pvg+게/ecx
한다	하/px+ㄴ다/ef
.	./sf
아시아금융의	아시아/nq+금융/ncn+의/jcm
중심지인	중심/ncn+지/xsn+이/jp+ㄴ/etm
홍콩에	홍콩/nq+에/jca
상무관은	상무/ncn+관/xsn+은/jxc
있는데	있/paa+는데/ecs
재무관이	재무/ncn+관/xsn+이/jcs
없는가	없/paa+는가/ef
하면	하/pvg+면/ecs
,	,/sp
정작	정작/mag
상무관이	상무/ncn+관/xsn+이/jcs
있을	있/paa+을/etm
법한	법/ncn+하/xsv+ㄴ/etm
필리핀에는	필리핀/nq+에/jca+는/jxc
재무관이	재무/ncn+관/xsn+이/jcs
있다	있/paa+다/ef
.	./sf
그런가하면	그렇/pad+ㄴ가/ef+하/pvg+면/ecs
일본의	일본/nq+의/jcm
응원을	응원/ncn+을/jco
받아	받/pvg+아/ecs
한국의	한국/nq+의/jcm
가장	가장/mag
강력한	강력/ncps+하/xsm+ㄴ/etm
경쟁상대로	경쟁/ncn+상대/ncn+로/jca
급부상하고	급부상/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
말레이시아에는	말레이시아/nq+에/jca+는/jxc
재무관도	재무/ncn+관/xsn+도/jxc
상무관도	상무/ncn+관/xsn+도/jxc
없다	없/paa+다/ef
.	./sf
상식으로	상식/ncn+으로/jca
도저히	도저히/mag
납득할	납득/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
직제가	직제/ncn+가/jcs
그대로	그대로/mag
상존하고	상존/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
말로만	말/ncn+로/jca+만/jxc
경제외교를	경제/ncn+외교/ncn+를/jco
외치고	외치/pvg+고/ecx
있지	있/px+지/ecx
실상은	실상/ncn+은/jxc
달라진	다르/paa+아/ecx+지/px+ㄴ/etm
게	거/nbn+이/jcs
없다	없/paa+다/ef
.	./sf
대사관	대사/ncn+관/xsn
조직자체가	조직/ncn+자체/ncn+가/jcs
외무부의	외무/ncn+부/xsn+의/jcm
대사관이지	대사/ncn+관/xsn+이/jp+지/ef
,	,/sp
대한민국	대한민국/nq
정부를	정부/ncn+를/jco
대표하는	대표/ncpa+하/xsv+는/etm
것과는	것/nbn+과/jct+는/jxc
별개라고	별개/ncn+라/ef+고/jcr
해도	하/pvg+어도/ecs
과언이	과언/ncn+이/jcc
아니다	아니/paa+다/ef
.	./sf
재무관이고	재무/ncn+관/xsn+이/jp+고/ecs
상무관이고	상무/ncn+관/xsn+이/jp+고/ecs
간에	간/nbn+에/jca
각	각/mma
부처간의	부처/ncn+간/nbn+의/jcm
이해관계에	이해/ncn+관계/ncn+에/jca
따라	따르/pvg+아/ecx
타협의	타협/ncn+의/jcm
소산으로	소산/ncn+으로/jca
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
직제일뿐	직제/ncn+이/jp+ㄹ/etm+뿐/nbn
실제로	실제/ncn+로/jca
급변하고	급변/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
현지의	현지/ncn+의/jcm
경제현실에	경제/ncn+현실/ncn+에/jca
효과적으로	효과/ncn+적/xsn+으로/jca
대처하지	대처/ncpa+하/xsv+지/ecx
못하고	못하/px+고/ecs
전혀	전혀/mag
따로	따로/mag
놀고	놀/pvg+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
은행	은행/ncn
쪽으로	쪽/nbn+으로/jca
가도	가/pvg+도/jxc
답답하기는	답답하/paa+기/etn+는/jxc
마찬가지다	마찬가지/ncn+다/ef
.	./sf
물론	물론/mag
적자만	적자/ncn+만/jxc
내던	내/pvg+던/etm
종래에	종래/ncn+에/jca
비하면	비하/pvg+면/ecs
도저히	도저히/mag
상대가	상대/ncn+가/jcs
안된다	안/mag+되/pvg+ㄴ다/ef
.	./sf
후발진출에	후발/ncn+진출/ncn+에/jca
따른	따르/pvg+ㄴ/etm
불이익은	불/xp+이익/ncn+은/jxc
물론이고	물론/ncn+이/jp+고/ecc
국내사정에서	국내/ncn+사정/ncn+에서/jca
빚어지는	빚/pvg+어/ecx+지/px+는/etm
갖가지	갖가지/ncn
규제때문에	규제/ncn+때문/nbn+에/jca
움치고	움치/pvg+고/ecx
뛸	뛰/pvg+ㄹ/etm
수도	수/nbn+도/jxc
없다	없/paa+다/ef
.	./sf
한국기업들은	한국/nq+기업/ncn+들/xsn+은/jxc
결국	결국/mag
더	더/mag
편리하고	편리/ncps+하/xsm+고/ecc
유리한	유리/ncps+하/xsm+ㄴ/etm
일본은행을	일본/nq+은행/ncn+을/jco
찾을	찾/pvg+을/etm
수밖에	수/nbn+밖에/jxc
없다	없/paa+다/ef
.	./sf
일본계	일본/nq+계/xsn
은행은	은행/ncn+은/jxc
금융만	금융/ncn+만/jxc
하는	하/pvg+는/etm
게	거/nbn+이/jcs
아니다	아니/paa+다/ef
.	./sf
도쿄은행의	도쿄은행/nq+의/jcm
경우	경우/ncn
89년에	89/nno+년/nbu+에/jca
도쿄본점에다	도쿄/nq+본점/ncn+에/jca+다/jxc
아시안	아시안/ncn
데스크를	데스크/ncn+를/jco
설치해	설치/ncpa+하/xsv+어/ecs
동남아에	동남아/nq+에/jca
3년	3/nnc+년/nbu
이상	이상/ncn
주재한	주재/ncpa+하/xsv+ㄴ/etm
직원들을	직원/ncn+들/xsn+을/jco
순환근무토록	순환/ncn+근무/ncn+토록/jca
하고	하/pvg+고/ecx
있다	있/px+다/ef
.	./sf
동남아에	동남아/nq+에/jca
진출하려는	진출/ncpa+하/xsv+려/ecs+는/etm
중소기업들을	중소/ncn+기업/ncn+들/xsn+을/jco
상대로	상대/ncn+로/jca
생생한	생생하/paa+ㄴ/etm
관련정보들을	관련/ncn+정보/ncn+들/xsn+을/jco
공급해	공급/ncpa+하/xsv+어/ecx
주고	주/px+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
결국	결국/mag
한국기업들은	한국/nq+기업/ncn+들/xsn+은/jxc
돈	돈/ncn
정보	정보/ncn
경험이	경험/ncn+이/jcs
모두	모두/mag
부족한	부족/ncps+하/xsm+ㄴ/etm
상태에서	상태/ncn+에서/jca
동남아	동남아/nq
진출에	진출/ncn+에/jca
열을	열/ncn+을/jco
올리고	올리/pvg+고/ecx
있는	있/px+는/etm
셈이다	셈/nbn+이/jp+다/ef
.	./sf
기업	기업/ncn
자신들은	자신/ncn+들/xsn+은/jxc
어떤한가	어떠하/pad+ㄴ가/ef
대부분	대부분/ncn
경우	경우/ncn
동남아	동남아/nq
진출동기	진출/ncn+동기/ncn
자체가	자체/ncn+가/jcs
이	이/mmd
지역의	지역/ncn+의/jcm
낮은	낮/paa+은/etm
임금을	임금/ncn+을/jco
겨냥한	겨냥/ncpa+하/xsv+ㄴ/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
따라서	따라서/maj
업종	업종/ncn
자체가	자체/ncn+가/jcs
노동집약적일	노동/ncn+집약/ncn+적/xsn+이/jp+ㄹ/etm
수	수/nbn
밖에	밖/ncn+에/jca
없고	없/paa+고/ecc
,	,/sp
현지인들과의	현지/ncn+인/xsn+들/xsn+과/jct+의/jcm
마찰	마찰/ncn
또한	또한/maj
일본기업들에	일본/nq+기업/ncn+들/xsn+에/jca
비해	비하/pvg+어/ecx
잦을	잦/paa+을/etm
수밖에	수/nbn+밖에/jxc
