<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0098.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0098.txt </filename>
<title> 교실 밖 국사여행 </title>
<author>역사학연구소   </author>
<date> 1993 </date>
<publisher>사계절출판사  </publisher>
<kdc>911  </kdc>
<ddc>951.9  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
도구를	도구/ncn+를/jco
영토	영토/ncn
분쟁이	분쟁/ncn+이/jcs
일어날	일/pvg+어/ecx+나/px+ㄹ/etm
경우	경우/ncn
,	,/sp
발해가	발해/nq+가/jcs
자국	자국/ncn
역사와	역사/ncn+와/jcj
연관된	연관/ncpa+되/xsv+ㄴ/etm
것이라면	것/nbn+이/jp+라면/ecs
연고권을	연고/ncn+권/xsn+을/jco
주장할	주장/ncpa+하/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
역사라는	역사/ncn+라는/jcm
학문의	학문/ncn+의/jcm
연구	연구/ncn
대상은	대상/ncn+은/jxc
늘	늘/mag
과거의	과거/ncn+의/jcm
사실이지만	사실/ncn+이/jp+지만/ecs
,	,/sp
그에	그/npd+에/jca
대한	대하/pvg+ㄴ/etm
관심은	관심/ncn+은/jxc
언제나	언제나/mag
현재에서	현재/ncn+에서/jca
출발하는	출발/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
일찍이	일찍이/mag
실학자	실학/ncn+자/xsn
유득공이	유득공/nq+이/jcs
"	"/sl
고려	고려/nq
왕조에서	왕조/ncn+에서/jca
발해사를	발해/nq+사/xsn+를/jco
기록하지	기록/ncpa+하/xsv+지/ecx
않았기	않/px+았/ep+기/etn
때문에	때문/nbn+에/jca
발해가	발해/nq+가/jcs
차지했던	차지/ncpa+하/xsv+었/ep+던/etm
영토를	영토/ncn+를/jco
잃게	잃/pvg+게/ecx
되었다	되/px+었/ep+다/ef
."	./sf+"/sr
고	고/jcr
지적한	지적/ncpa+하/xsv+ㄴ/etm
것도	것/nbn+도/jxc
이와	이/npd+와/jct
같은	같/paa+ㄴ/etm
뜻에서	뜻/ncn+에서/jca
한	하/pvg+ㄴ/etm
말이다	말/ncn+이/jp+다/ef
.	./sf
위의	위/ncn+의/jcm
두가지	두/nnc+가지/nbu
중국	중국/nq
역사책만	역사/ncn+책/ncn+만/jxc
가지고도	가지/pvg+고/ecc+도/jxc
논쟁에서	논쟁/ncn+에서/jca
쉽게	쉽/paa+게/ecc
결론이	결론/ncn+이/jcs
나지	나/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
그러면	그러면/maj
이	이/mmd
문제에	문제/ncn+에/jca
대한	대하/pvg+ㄴ/etm
다른	다르/paa+ㄴ/etm
자료는	자료/ncn+는/jxc
없을까	없/paa+ㄹ까/ef
?	?/sf
먼저	먼저/mag
물질적	물질/ncn+적/xsn
증거를	증거/ncn+를/jco
들면	들/pvg+면/ecs
,	,/sp
발해	발해/nq
유적에	유적/ncn+에/jca
대한	대하/pvg+ㄴ/etm
고고학	고고/ncn+학/xsn
발굴	발굴/ncn
결과로	결과/ncn+로/jca
발해	발해/nq
문화는	문화/ncn+는/jxc
고구려	고구려/nq
문화를	문화/ncn+를/jco
계승했음이	계승/ncpa+하/xsv+었/ep+ㅁ/etn+이/jcs
인정되고	인정/ncpa+되/xsv+고/ecx
있다	있/px+다/ef
.	./sf
고분에서	고분/ncn+에서/jca
발견된	발견/ncpa+되/xsv+ㄴ/etm
여러	여러/mma
공예품과	공예/ncn+품/xsn+과/jcj
도자기에서	도자기/ncn+에서/jca
,	,/sp
그래서	그래서/maj
발해	발해/nq
정혜공주	정혜/nq+공주/ncn
정효공주	정효/nq+공주/ncn
무덤의	무덤/ncn+의/jcm
형태에서	형태/ncn+에서/jca
고구려와	고구려/nq+와/jcj
부여의	부여/nq+의/jcm
전통이	전통/ncn+이/jcs
발견되었다	발견/ncpa+되/xsv+었/ep+다/ef
.	./sf
발해	발해/nq
국가	국가/ncn
안에서	안/ncn+에서/jca
문화	문화/ncn
전통을	전통/ncn+을/jco
달리하는	달리하/pvg+는/etm
여러	여러/mma
집단이	집단/ncn+이/jcs
있어서	있/paa+어서/ecs
다양한	다양/ncps+하/xsm+ㄴ/etm
문화가	문화/ncn+가/jcs
섞여	섞이/pvg+어/ecx
있지만	있/px+지만/ecs
,	,/sp
이것은	이것/npd+은/jxc
고구려	고구려/nq
때	때/ncn
중앙에	중앙/ncn+에/jca
지방의	지방/ncn+의/jcm
각기	각기/ncn
다른	다르/paa+ㄴ/etm
문화가	문화/ncn+가/jcs
발해에도	발해/nq+에/jca+도/jxc
계속된	계속/ncpa+되/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
해석되었다	해석/ncpa+되/xsv+었/ep+다/ef
.	./sf
또한	또한/maj
발해인들의	발해/nq+인/xsn+들/xsn+의/jcm
손으로	손/ncn+으로/jca
작성한	작성/ncpa+하/xsv+ㄴ/etm
외교	외교/ncn
문서가	문서/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
지금까지	지금/ncn+까지/jxc
몇	몇/mma
건	건/ncn
남아	남/pvg+아/ecx
있는	있/px+는/etm
문서	문서/ncn
가운데	가운데/ncn
발해	발해/nq
두번째	두/nno+번째/nbu
왕인	왕/ncn+이/jp+ㄴ/etm
무왕이	무왕/nq+이/jcs
일본에	일본/nq+에/jca
보낸	보내/pvg+ㄴ/etm
국성에서는	국성/ncn+에서/jca+는/jxc
"	"/sl
고구려의	고구려/nq+의/jcm
옛	옛/mma
땅을	땅/ncn+을/jco
되찾고	되찾/pvg+고/ecc
"	"/sr
라고	라고/jcr
했고	하/pvg+었/ep+고/ecc
,	,/sp
그	그/mmd
뒤에도	뒤/ncn+에/jca+도/jxc
발해왕들을	발해/nq+왕/ncn+들/xsn+을/jco
스스로	스스로/mag
'	'/sl
고려왕	고려왕/nq
'	'/sr
이라	이라/jca
칭하였다	칭하/pvg+었/ep+다/ef
.	./sf
뿐만아니라	뿐/nbn+만/jxc+아니/paa+라/ecs
,	,/sp
일본에서	일본/nq+에서/jca
발해에	발해/nq+에/jca
보낸	보내/pvg+ㄴ/etm
국서에도	국서/ncn+에/jca+도/jxc
"	"/sl
삼가	삼가/mag
고려왕에	고려왕/ncn+에/jca
물으니	물/pvg+으니/ecs
"	"/sr
라는	라는/etm
글귀가	글귀/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
이로써	이/npd+로써/jca
당시	당시/ncn
발해인이나	발해/nq+인/xsn+이나/jcj
일본인은	일본/nq+인/xsn+은/jxc
모두	모두/mag
발해가	발해/nq+가/jcs
고려	고려/nq
,	,/sp
곧	곧/maj
고구려를	고구려/nq+를/jco
계승한	계승/ncpa+하/xsv+ㄴ/etm
나라였다고	나라/ncn+이/jp+었/ep+다고/ecx
생각했음을	생각/ncpa+하/xsv+었/ep+ㅁ/etn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
그러면	그러면/maj
신라에서는	신라/nq+에서/jca+는/jxc
발해를	발해/nq+를/jco
어떻게	어떻/pad+게/ecs
생각하였을까	생각/ncpa+하/xsv+었/ep+ㄹ까/ef
?	?/sf
신라	신라/nq
말의	말/ncn+의/jcm
유학자	유학/ncn+자/xsn
최치원이	최치원/nq+이/jcs
중국	중국/nq
황제에게	황제/ncn+에게/jca
보낸	보내/pvg+ㄴ/etm
국서에서는	국서/ncn+에서/jca+는/jxc
발해를	발해/nq+를/jco
'	'/sl
고구려의	고구려/nq+의/jcm
잔당	잔당/ncn
'	'/sr
이라고	이/jp+라고/jcr
표현하였다	표현/ncpa+하/xsv+었/ep+다/ef
.	./sf
이	이/mmd
말은	말/ncn+은/jxc
비록	비록/mag
발해를	발해/nq+를/jco
얕잡아보는	얕잡/pvg+아/ecx+보/px+는/etm
표현이지만	표현/ncn+이/jp+지만/ecs
,	,/sp
신라인들이	신라/nq+인/xsn+들/xsn+이/jcs
발해를	발해/nq+를/jco
고구려의	고구려/nq+의/jcm
후손으로	후손/ncn+으로/jca
인정하고	인정/ncpa+하/xsv+고/ecx
있었다는	있/px+었/ep+다는/etm
증거가	증거/ncn+가/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
위와	위/ncn+와/jct
같이	같/paa+이/xsa
근거를	근거/ncn+를/jco
가지고	가지/pvg+고/ecc
우리는	우리/npp+는/jxc
발해를	발해/nq+를/jco
우리	우리/npp
민족사	민족/ncn+사/xsn
가운데에	가운데/ncn+에/jca
포함시키고	포함/ncpa+시키/xsv+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
그것에	그것/npd+에/jca
반대하는	반대/ncpa+하/xsv+는/etm
주장도	주장/ncn+도/jxc
만만치	만만하/paa+지/ecx
않다	않/px+다/ef
.	./sf
보기를	보기/ncn+를/jco
들면	들/pvg+면/ecs
발해인	발해/nq+인/xsn
가운데	가운데/ncn
지배층은	지배/ncn+층/ncn+은/jxc
고구려의	고구려/nq+의/jcm
후손이며	후손/ncn+이/jp+며/ecc
,	,/sp
인구의	인구/ncn+의/jcm
대부분을	대부분/ncn+을/jco
차지하는	차지/ncpa+하/xsv+는/etm
피지배층은	피/xp+지배/ncn+층/ncn+은/jxc
말갈인이라는	말갈/nq+인/xsn+이/jp+라는/etm
점	점/ncn
,	,/sp
또	또/maj
발해가	발해/nq+가/jcs
망한	망하/pvg+ㄴ/etm
후	후/ncn
그	그/mmd
유민이	유민/ncn+이/jcs
고려로	고려/nq+로/jca
넘어왔다고	넘/pvg+어/ecx+오/px+았/ep+다고/ecs
하지만	하/pvg+지만/ecs
,	,/sp
발해의	발해/nq+의/jcm
역사가	역사/ncn+가/jcs
우리의	우리/npp+의/jcm
고려	고려/nq
이후	이후/ncn
역사에	역사/ncn+에/jca
어떠한	어떠하/pad+ㄴ/etm
영향을	영향/ncn+을/jco
끼쳤는가	끼치/pvg+었/ep+ㄴ가/ef
하는	하/px+는/etm
문제들이	문제/ncn+들/xsn+이/jcs
제기될	제기/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
문제에	문제/ncn+에/jca
대해서도	대하/pvg+어서/ecs+도/jxc
타당한	타당/ncps+하/xsm+ㄴ/etm
근거를	근거/ncn+를/jco
가지고	가지/pvg+고/ecc
비판해야	비판/ncpa+하/xsv+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
발해사에	발해/nq+사/xsn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
문헌	문헌/ncn
사료가	사료/ncn+가/jcs
부족하고	부족/ncps+하/xsm+고/ecc
,	,/sp
중국	중국/nq
,	,/sp
러시아에서	러시아/nq+에서/jca
발굴한	발굴/ncpa+하/xsv+ㄴ/etm
자료들은	자료/ncn+들/xsn+은/jxc
쉽게	쉽/paa+게/ecs
공개하지	공개/ncpa+하/xsv+지/ecx
않아	않/px+아/ecs
이용에	이용/ncn+에/jca
어려움이	어렵/paa+ㅁ/etn+이/jcs
따르고	따르/pvg+고/ecc
,	,/sp
국제적	국제/ncn+적/xsn
발굴	발굴/ncn
조사도	조사/ncn+도/jxc
쉽지	쉽/paa+지/ecx
않은	않/px+은/etm
형편이어서	형편/ncn+이/jp+어서/ecs
연구에	연구/ncn+에/jca
어려움이	어렵/paa+ㅁ/etn+이/jcs
많다	많/paa+다/ef
.	./sf
그러나	그러나/maj
우리가	우리/npp+가/jcs
발해사를	발해/nq+사/xsn+를/jco
우리	우리/npp
민족사에	민족/ncn+사/xsn+에/jca
당연히	당연/ncn+히/xsa
포함시키는만큼	포함/ncpa+시키/xsv+는/etm+만큼/jxc
발해사가	발해/nq+사/xsn+가/jcs
우리	우리/npp
역사에서	역사/ncn+에서/jca
차지하는	차지/ncpa+하/xsv+는/etm
위치는	위치/ncn+는/jxc
역사적	역사/ncn+적/xsn
의의는	의의/ncn+는/jxc
앞으로	앞/ncn+으로/jca
밝혀	밝히/pvg+어/ecx
내야	내/px+야/ef
할	하/pvg+ㄹ/etm
문제이다	문제/ncn+이/jp+다/ef
.	./sf
그렇게	그렇/pad+게/ecx
해야만	하/px+어야/ecx+말/px+ㄴ/etm
발해사가	발해/nq+사/xsn+가/jcs
우리	우리/npp
민족사에	민족/ncn+사/xsn+에/jca
속하은	속하/pvg+ㄴ/etm
것으로	것/nbn+으로/jca
객관적으로	객관/ncn+적/xsn+으로/jca
받아들여질	받/pvg+아/ecx+들이/px+어/ecx+지/px+ㄹ/etm
수	수/nbn
있을	있/paa+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
나무아미타불	나무아미타불/ncn
,	,/sp
나무아미타불	나무아미타불/ncn
원효의	원효/nq+의/jcm
삶과	삶/ncn+과/jcj
불교	불교/nq
대중화	대중/ncn+화/xsn
신라가	신라/nq+가/jcs
불교를	불교/nq+를/jco
공인한	공인/ncpa+하/xsv+ㄴ/etm
뒤	뒤/ncn
백여	백/nnc+여/xsn
년	년/nbu
동안	동안/ncn
왕들은	왕/ncn+들/xsn+은/jxc
불교를	불교/nq+를/jco
적극	적극/ncn
장려하여	장려/ncpa+하/xsv+어/ecs
여러	여러/mma
가지	가지/nbu
의식과	의식/ncn+과/jcj
행사가	행사/ncn+가/jcs
성대하게	성대/ncps+하/xsm+게/ecx
시행되고	시행/ncpa+되/xsv+고/ecc
,	,/sp
계율이	계율/ncn+이/jcs
갖추어졌다	갖추/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf
원광이나	원광/nq+이나/jcj
자장	자장/nq
같은	같/paa+은/etm
뛰어난	뛰어나/paa+ㄴ/etm
승려들이	승려/ncn+들/xsn+이/jcs
나와	나오/pvg+아/ecs
장치에	장치/ncn+에/jca
자문도	자문/ncn+도/jxc
하고	하/pvg+고/ecc
,	,/sp
외교	외교/ncn
문서도	문서/ncn+도/jxc
작성하여	작성/ncpa+하/xsv+어/ecs
최고의	최고/ncn+의/jcm
지식인으로	지식/ncn+인/xsn+으로/jca
왕과	왕/ncn+과/jcj
귀족들의	귀족/ncn+들/xsn+의/jcm
극진한	극진/ncps+하/xsm+ㄴ/etm
우대를	우대/ncn+를/jco
받으며	받/pvg+으며/ecc
활동하였다	활동/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
이러한	이러하/pad+ㄴ/etm
불교는	불교/nq+는/jxc
일반	일반/ncn
백성에게까지	백성/ncn+에게/jca+까지/jxc
이르지는	이르/pvg+지/ecx+는/jxc
못하였다	못하/px+었/ep+다/ef
.	./sf
이때	이때/npd
,	,/sp
거리에서	거리/ncn+에서/jca
시장에서	시장/ncn+에서/jca
일반	일반/ncn
백성과	백성/ncn+과/jct
같이	같이/mag
어울리며	어울리/pvg+며/ecc
부처님과	부처/nq+님/xsn+과/jcj
법을	법/ncn+을/jco
설명하고	설명/ncpa+하/xsv+고/ecs
돌아다니면서	돌/pvg+아/ecs+다니/pvg+면서/ecc
불교를	불교/nq+를/jco
널리	널리/mag
편	펴/pvg+ㄴ/etm
스님들이	스님/ncn+들/xsn+이/jcs
있었다	있/paa+었/ep+다/ef
.	./sf
그	그/mmd
대표적	대표/ncn+적/xsn
인물이	인물/ncn+이/jcs
원효이다	원효/nq+이/jp+다/ef
.	./sf
원효	원효/nq
(	(/sl
元曉	元曉/nq
:	:/sp
617	617/nno
686	686/nno
)	)/sr
는	는/jxc
압량군	압량군/nq
(	(/sl
지금의	지금/ncn+의/jcm
경북	경북/nq
경산군	경산군/nq
)	)/sr
의	의/jcm
남쪽	남쪽/ncn
불지촌	불지촌/nq
밤나무골에서	밤나무골/nq+에서/jca
태어났다	태어나/pvg+았/ep+다/ef
.	./sf
원효의	원효/nq+의/jcm
어렸을	어리/paa+었/ep+을/etm
때	때/nbn
이름은	이름/ncn+은/jxc
서당이었다	서당/ncn+이/jp+었/ep+다/ef
.	./sf
그	그/mmd
아버지는	아버지/ncn+는/jxc
설씨였고	설/ncn+씨/xsn+이/jp+었/ep+고/ecc
,	,/sp
내마	내마/ncn
벼슬을	벼슬/ncn+을/jco
하고	하/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
따라서	따라서/maj
,	,/sp
원효는	원효/nq+는/jxc
6두품	6/nnc+두품/nbu
출신일	출신/ncn+이/jp+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
원효는	원효/nq+는/jxc
어려서	어리/paa+어서/ecs
출가하여	출가/ncpa+하/xsv+어/ecx
중이	중/ncn+이/jcs
되었으나	되/pvg+었/ep+으나/ecs
,	,/sp
스승을	스승/ncn+을/jco
정하지	정하/pvg+지/ecx
않고	않/px+고/ecc
곳곳을	곳곳/ncn+을/jco
돌아다니며	돌/pvg+아/ecs+다니/pvg+며/ecc
여러	여러/mma
사람에게서	사람/ncn+에게서/jca
두루	두루/mag
배웠다	배우/pvg+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
불교	불교/nq
경전	경전/ncn
공부에	공부/ncn+에/jca
힘써	힘쓰/pvg+어/ecs
그	그/mmd
뜻을	뜻/ncn+을/jco
깊이	깊/paa+이/xsa
알게	알/pvg+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
문장에도	문장/ncn+에/jca+도/jxc
뛰어나	뛰어나/pvg+아/ecs
글을	글/ncn+을/jco
잘	잘/mag
지었다	지/pvg+었/ep+다/ef
.	./sf
젊었을	젊/paa+었/ep+을/etm
때	때/ncn
,	,/sp
원효는	원효/nq+는/jxc
의상과	의상/nq+과/jct
함께	함께/mag
당나라에	당나라/nq+에/jca
유학	유학/ncn
가려고	가/pvg+려고/ecs
길을	길/ncn+을/jco
떠났다	떠나/pvg+았/ep+다/ef
.	./sf
그때	그때/npd
,	,/sp
당나라	당나라/nq
서울	서울/ncn
장안에서는	장안/nq+에서/jca+는/jxc
현장	현장/nq
법사가	법사/ncn+가/jcs
7년	7/nnc+년/nbu
동안	동안/ncn
인도의	인도/nq+의/jcm
나란타	나란타/nq
불교	불교/nq
대학에	대학/ncn+에/jca
유학가고	유학/ncn+가/pvg+고/ecc
,	,/sp
많은	많/paa+은/etm
불경을	불경/ncn+을/jco
구해	구하/pvg+어/ecs
가지고	가지/pvg+고/ecx
돌아와	돌/pvg+아/ecx+오/px+아/ecs
새로	새로/mag
번역	번역/ncn
,	,/sp
강의하고	강의/ncpa+하/xsv+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
원효는	원효/nq+는/jxc
그것을	그것/npd+을/jco
배우려	배우/pvg+려/ecs
하였다	하/pvg+었/ep+다/ef
.	./sf
그러나	그러나/maj
요동에서	요동/nq+에서/jca
고구려	고구려/nq
병사에게	병사/ncn+에게/jca
붙잡혀	붙잡히/pvg+어/ecs
몇	몇/mma
십	십/nnc
일	일/ncn
동안	동안/ncn
갇혀	갇히/pvg+어/ecx
있다가	있/px+다가/ecs
간신히	간신히/mag
빠져나왔다	빠지/pvg+어/ecx+나오/px+았/ep+다/ef
.	./sf
몇	몇/mma
년	년/nbu
뒤	뒤/ncn
,	,/sp
이번에는	이번/ncn+에/jca+는/jxc
바다를	바다/ncn+를/jco
건너	건너/pvg+어/ecs
중국에	중국/nq+에/jca
가려고	가/pvg+려고/ecs
하였다	하/pvg+었/ep+다/ef
.	./sf
의상과	의상/nq+과/jct
함께	함께/mag
배를	배/ncn+를/jco
타려고	타/pvg+려고/ecs
당항성	당항성/nq
(	(/sl
지금의	지금/ncn+의/jcm
인천	인천/nq
)	)/sr
으로	으로/jca
가던	가/pvg+던/etm
길에	길/ncn+에/jca
날이	날/ncn+이/jcs
저물어	저물/pvg+어/ecs
어떤	어떻/pad+ㄴ/etm
동굴에서	동굴/ncn+에서/jca
잠을	잠/ncn+을/jco
잤다	자/pvg+았/ep+다/ef
.	./sf
다음	다음/ncn
날	날/ncn
새벽	새벽/ncn
,	,/sp
눈을	눈/ncn+을/jco
떠	뜨/paa+어/ecx
보니	보/px+니/ecs
그	그/mmd
곳은	곳/ncn+은/jxc
공동	공동/ncn
묘지였다	묘지/ncn+이/jp+었/ep+다/ef
.	./sf
그	그/mmd
날	날/ncn
따라	따르/pvg+어/ecs
비가	비/ncn+가/jcs
오고	오/pvg+고/ecc
,	,/sp
날씨가	날씨/ncn+가/jcs
안	안/mag
좋아	좋/paa+아/ecs
할	하/pvg+ㄹ/etm
수없이	수/nbn+없이/jca
그	그/mmd
동굴에서	동굴/ncn+에서/jca
다시	다시/mag
하루를	하루/ncn+를/jco
보내야	보내/pvg+야/ecx
했다	하/px+었/ep+다/ef
.	./sf
어제는	어제/ncn+는/jxc
아무	아무/mmd
것도	것/nbn+도/jxc
모르고	모르/pvg+고/ecc
잠을	잠/ncn+을/jco
잤으나	자/pvg+았/ep+으나/ecs
,	,/sp
이제는	이제/ncn+는/jxc
무덤	무덤/ncn
옆이라는	옆/ncn+이/jp+라는/etm
것을	것/nbn+을/jco
알자	알/pvg+자/ecc
,	,/sp
무섭기도	무섭/paa+기/etn+도/jxc
하고	하/px+고/ecc
온갖	온갖/mma
생각이	생각/ncn+이/jcs
들어	들/pvg+어/ecs
통	통/mag
잠을	잠/ncn+을/jco
이룰	이루/pvg+ㄹ/etm
수가	수/nbn+가/jcs
없었다	없/paa+었/ep+다/ef
.	./sf
'	'/sl
어제	어제/ncn
달게	달/paa+게/ecs
잠을	잠/ncn+을/jco
잔	자/pvg+ㄴ/etm
동굴이	동굴/ncn+이/jcs
오늘	오늘/ncn
알고	알/pvg+고/ecx
보니	보/px+니/ecs
무덤이었구나	무덤/ncn+이/jp+었/ep+구나/ef
.	./sf
똑같은	똑같/paa+은/etm
곳인데도	곳/ncn+이/jp+ㄴ데도/ecs
무덤이라는	무덤/ncn+이/jp+라는/etm
것을	것/nbn+을/jco
알고	알/pvg+고/ecx
나니	나/px+니/ecs
마음에	마음/ncn+에/jca
두려움이	두렵/paa+ㅁ/etn+이/jcs
생기는구나	생기/pvg+는구나/ef
.	./sf
모든	모든/mma
것이	것/nbn+이/jcs
달라	다르/paa+아/ecx
보이는	보이/px+는/etm
것이	것/nbn+이/jcs
달라지는	다르/paa+아/ecx+지/px+는/etm
근본은	근본/ncn+은/jxc
바로	바로/mag
이	이/mmd
마음	마음/ncn
때문이라	때문/nbn+이/jp+라/ef
!'	!/sf+'/sr
이렇게	이렇/pad+게/ecs
생각하고	생각/ncpa+하/xsv+고/ecx
나자	나/px+자/ecc
,	,/sp
굳이	굳이/mag
중국에	중국/nq+에/jca
유학	유학/ncn
갈	가/pvg+ㄹ/etm
욕심이	욕심/ncn+이/jcs
사라졌다	사라지/pvg+었/ep+다/ef
.	./sf
어디에서건	어디/npd+에서/jca+건/jxc
바른	바르/paa+ㄴ/etm
마음으로	마음/ncn+으로/jca
공부하는	공부/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
중요하지	중요/ncps+하/xsm+지/ecx
.	./sf
올바른	올바르/paa+ㄴ/etm
마음	마음/ncn
자리를	자리/ncn+를/jco
정하지	정하/pvg+지/ecx
못하면	못하/px+면/ecs
유학	유학/ncn
간들	가/pvg+ㄴ/etm+들/xsn
무엇	무엇/npd
하겠는가	하/pvg+겠/ep+는가/ef
?	?/sf
이래서	이렇/pad+어서/ecs
원효는	원효/nq+는/jxc
의상에게	의상/nq+에게/jca
작별을	작별/ncn+을/jco
고하고	고하/pvg+고/ecc
,	,/sp
발길을	발길/ncn+을/jco
돌렸다	돌리/pvg+었/ep+다/ef
.	./sf
되돌아온	되돌/pvg+아/ecx+오/px+ㄴ/etm
원효는	원효/nq+는/jxc
푸근한	푸근하/paa+ㄴ/etm
마음으로	마음/ncn+으로/jca
여기저기를	여기/npd+저기/npd+를/jco
돌아다녔다	돌/pvg+아/ecs+다니/pvg+었/ep+다/ef
.	./sf
보잘것	보/pvg+자/ef+ㄹ/etm
것	것/nbn
없는	없/paa+는/etm
천민이나	천민/ncn+이나/jcj
농민들과	농민/ncn+들/xsn+과/jcj
어울려	어울리/pvg+어/ecs
같이	같/paa+이/xsa
일하고	일/ncn+하/pvg+고/ecc
,	,/sp
술도	술/ncn+도/jxc
마시며	마시/pvg+며/ecc
함께	함께/mag
놀기도	놀/pvg+기/etn+도/jxc
하였다	하/px+었/ep+다/ef
.	./sf
머무는	머물/pvg+는/etm
곳도	곳/ncn+도/jxc
일정하지	일정/ncps+하/xsm+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
때로는	때/ncn+로/jca+는/jxc
화엄경을	화엄경/nq+을/jco
강의하기도	강의/ncpa+하/xsv+기/etn+도/jxc
하고	하/px+고/ecc
,	,/sp
거문고를	거문고/ncn+를/jco
타면서	타/pvg+면서/ecs
음악을	음악/ncn+을/jco
즐기기도	즐기/pvg+기/etn+도/jxc
하고	하/px+고/ecc
,	,/sp
좋은	좋/paa+은/etm
산과	산/ncn+과/jcj
강을	강/ncn+을/jco
만나면	만나/pvg+면/ecs
수행을	수행/ncn+을/jco
하기도	하/pvg+기/etn+도/jxc
하였다	하/px+었/ep+다/ef
.	./sf
원효의	원효/nq+의/jcm
모습은	모습/ncn+은/jxc
도무지	도무지/mag
그때의	그때/npd+의/jcm
거룩한	거룩하/paa+ㄴ/etm
스님네들과	스님/ncn+네/xsn+들/xsn+과/jct
같지	같/paa+지/ecx
아니하였다	아니하/px+었/ep+다/ef
.	./sf
그러나	그러나/maj
원효는	원효/nq+는/jxc
부처님의	부처/nq+님/xsn+의/jcm
말씀이	말씀/ncn+이/jcs
모든	모든/mma
사람들에게	사람/ncn+들/xsn+에게/jca
나누어져야	나누/pvg+어/ecx+지/px+어야/ecx
한다는	하/px+ㄴ다는/etm
것을	것/nbn+을/jco
깨치고	깨치/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
신분이	신분/ncn+이/jcs
낮고	낮/paa+고/ecc
하찮은	하찮/paa+은/etm
일을	일/ncn+을/jco
하는	하/pvg+는/etm
사람일지라도	사람/ncn+이/jp+ㄹ지라도/ecs
모두	모두/mag
좋은	좋/paa+은/etm
일은	일/ncn+은/jxc
기뻐하고	기쁘/paa+어/ecx+하/px+고/ecc
어려운	어렵/paa+ㄴ/etm
일은	일/ncn+은/jxc
서로	서로/mag
도우며	돕/pvg+으며/ecc
살아가고	살/pvg+아/ecx+가/px+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf
이들도	이/npd+들/xsn+도/jxc
귀족들이나	귀족/ncn+들/xsn+이나/jcj
한가지로	한/nnc+가지/nbu+로/jca
모두	모두/mag
깨달음을	깨닫/pvg+ㅁ/etn+을/jco
얻을	얻/pvg+ㄹ/etm
수	수/nbn
있었기	있/paa+었/ep+기/etn
때문이었다	때문/nbn+이/jp+었/ep+다/ef
.	./sf
그러던	그렇/pad+던/etm
어느	어느/mmd
날	날/ncn
,	,/sp
원효는	원효/nq+는/jxc
요석궁의	요석궁/nq+의/jcm
공주와	공주/ncn+와/jct
잠시	잠시/mag
인연을	인연/ncn+을/jco
맺어	맺/pvg+어/ecs
아들을	아들/ncn+을/jco
낳았는데	낳/pvg+았/ep+는데/ecs
,	,/sp
그가	그/npp+가/jcs
바로	바로/mag
설총이다	설총/nq+이/jp+다/ef
.	./sf
설총은	설총/nq+은/jxc
경서와	경서/ncn+와/jcj
역사책에	역사/ncn+책/ncn+에/jca
두루	두루/mag
통달하였다	통달/ncpa+하/xsv+었/ep+다/ef
.	./sf
그는	그/npp+는/jxc
또	또/maj
우리말로	우리/npp+말/ncn+로/jca
글의	글/ncn+의/jcm
뜻을	뜻/ncn+을/jco
풀이하여	풀이/ncpa+하/xsv+어/ecs
