<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0024.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0024.txt </filename>
<title>문학비평론  </title>
<author>홍문표  </author>
<date>1993  </date>
<publisher>양문각  </publisher>
<kdc>809  </kdc>
<ddc>801.95  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1.	1/nno+./sf
느끼고	느끼/pvg+고/ecc
,	,/sp
듣고	듣/pvg+고/ecc
,	,/sp
보고	보/pvg+고/ecc
,	,/sp
알고	알/pvg+고/ecx
있었으며	있/px+었/ep+으며/ecs
,	,/sp
또한	또한/maj
인간으로서의	인간/ncn+으로서/jca+의/jcm
존재했던	존재/ncpa+하/xsv+었/ep+던/etm
그	그/mmd
모든	모든/mma
것들	것/nbn+들/xsn
-은	-/sd+은/jxc
그	그/mmd
자체로서	자체/ncn+로서/jca
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
작가의	작가/ncn+의/jcm
인간적	인간/ncn+적/xsn
의도와	의도/ncn+와/jcj
궁극적으로	궁극/ncn+적/xsn+으로/jca
그것들을	그것/npd+들/xsn+을/jco
자기의	자기/npp+의/jcm
예술에	예술/ncn+에/jca
구현시키는	구현/ncpa+시키/xsv+는/etm
데	데/nbn
영향을	영향/ncn+을/jco
끼친	끼치/pvg+ㄴ/etm
것으로서	것/nbn+으로서/jca
중요성을	중요/ncn+성/xsn+을/jco
띨	띠/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
따라서	따라서/maj
역사주의	역사/ncn+주의/ncn
비평의	비평/ncn+의/jcm
중심적	중심/ncn+적/xsn
영역은	영역/ncn+은/jxc
작가연구이다	작가/ncn+연구/ncn+이/jp+다/ef
.	./sf
쌩뜨뵈브와	쌩뜨뵈브/nq+와/jcj
떼느가	떼느/nq+가/jcs
작품보다	작품/ncn+보다/jca
작가에	작가/ncn+에/jca
더	더/mag
큰	크/paa+ㄴ/etm
관심을	관심/ncn+을/jco
기울였던	기울이/pvg+었/ep+던/etm
사실은	사실/ncn+은/jxc
앞에서	앞/ncn+에서/jca
이미	이미/mag
살펴보았다	살피/pvg+어/ecx+보/px+았/ep+다/ef
.	./sf
위대한	위대/ncps+하/xsm+ㄴ/etm
작품의	작품/ncn+의/jcm
생산자는	생산/ncn+자/xsn+는/jxc
더욱	더욱/mag
위대하다고	위대/ncps+하/xsm+다/ef+고/jcr
하면서	하/pvg+면서/ecs
천재	천재/ncn
또는	또는/maj
영웅숭배의	영웅/ncn+숭배/ncn+의/jcm
낭만적	낭만/ncn+적/xsn
사상은	사상/ncn+은/jxc
작가연구를	작가/ncn+연구/ncn+를/jco
고취하기도	고취/ncpa+하/xsv+기/etn+도/jxc
했지만	하/pvg+었/ep+지만/ecs
,	,/sp
작가는	작가/ncn+는/jxc
작품이라는	작품/ncn+이/jp+라/ef+는/etm
현상의	현상/ncn+의/jcm
원인이	원인/ncn+이/jcs
된다는	되/pvg+ㄴ다/ef+는/etm
인과율의	인과/ncn+율/ncn+의/jcm
과학자적	과학/ncn+자/xsn+적/xsn
사고방식의	사고/ncn+방식/ncn+의/jcm
영향도	영향/ncn+도/jxc
크다	크/paa+다/ef
.	./sf
영웅숭배주의가	영웅/ncn+숭배/ncn+주의/ncn+가/jcs
사라진	사라지/pvg+ㄴ/etm
오늘날에도	오늘날/ncn+에/jca+도/jxc
작가의	작가/ncn+의/jcm
성격과	성격/ncn+과/jcj
생애를	생애/ncn+를/jco
연구하는	연구/ncpa+하/xsv+는/etm
일이	일/ncn+이/jcs
계속되고	계속/ncpa+되/xsv+고/ecx
있는	있/px+는/etm
것은	것/nbn+은/jxc
바로	바로/mag
그	그/mmd
과학적인	과학/ncn+적/xsn+이/jp+ㄴ/etm
이유에서이다	이유/ncn+에서/jca+이/jp+다/ef
.	./sf
한	한/nnc
작품의	작품/ncn+의/jcm
명백한	명백/ncps+하/xsm+ㄴ/etm
원인이	원인/ncn+이/jcs
있다면	있/paa+다/ecs+면/ecs
그것은	그것/npd+은/jxc
그	그/mmd
생산자인	생산/ncn+자/xsn+이/jp+ㄴ/etm
작가임에	작가/ncn+이/jp+ㅁ/etn+에/jca
틀림없다	틀림/ncn+없/paa+다/ef
.	./sf
원인에서	원인/ncn+에서/jca
결과가	결과/ncn+가/jcs
나온다	나오/pvg+ㄴ다/ef
.	./sf
원인의	원인/ncn+의/jcm
성격과	성격/ncn+과/jcj
작품의	작품/ncn+의/jcm
성패를	성패/ncn+를/jco
작가의	작가/ncn+의/jcm
의도에	의도/ncn+에/jca
비추어	비추/pvg+어/ecs
판단한다	판단/ncpa+하/xsv+ㄴ다/ef
.	./sf
의도에	의도/ncn+에/jca
결함이	결함/ncn+이/jcs
있을	있/paa+을/etm
경우에는	경우/ncn+에/jca+는/jxc
결과에도	결과/ncn+에/jca+도/jxc
결함이	결함/ncn+이/jcs
있게	있/paa+게/ecx
마련이라고	마련/nbn+이/jp+라/ef+고/jcr
믿는	믿/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
논리에서	논리/ncn+에서/jca
작품의	작품/ncn+의/jcm
결함의	결함/ncn+의/jcm
근원을	근원/ncn+을/jco
작가의	작가/ncn+의/jcm
개성	개성/ncn
,	,/sp
사상	사상/ncn
,	,/sp
생활에서	생활/ncn+에서/jca
찾아보려고	찾/pvg+아/ecx+보/px+려고/ecs
하는	하/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
작가의	작가/ncn+의/jcm
생애에	생애/ncn+에/jca
대한	대하/pvg+ㄴ/etm
연구를	연구/ncn+를/jco
통하여	통하/pvg+어/ecs
가드너	가드너/nq
(H.Gardner	(/sl+H/f+./sf+Gardner/f
)는	)/sr+는/jxc
'	'/sl
작가정신의	작가/ncn+정신/ncn+의/jcm
관습	관습/ncn
'(	'/sl
(the	(/sl+the/f
babit	babit/f
of	of/f
mind)	mind/f+)/sr
,	,/sp
즉	즉/mag
작가의	작가/ncn+의/jcm
언어사용과	언어/ncn+사용/ncn+과/jcj
주제선택	주제/ncn+선택/ncn
,	,/sp
그리고	그리고/maj
작품	작품/ncn
속에	속/ncn+에/jca
반복적으로	반복/ncn+적/xsn+으로/jca
나타나는	나타나/pvg+는/etm
관념	관념/ncn
.	./sf
형식	형식/ncn
.	./sf
상징	상징/ncn
.	./sf
연상	연상/ncn
.	./sf
등은	등/nbn+은/jxc
모두	모두/mag
거기에서	거기/npd+에서/jca
발생하는	발생/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
전기를	전기/ncn+를/jco
통해	통하/pvg+어/ecs
문학작품에	문학/ncn+작품/ncn+에/jca
접근하는	접근/ncpa+하/xsv+는/etm
풍요하고	풍요/ncps+하/xsm+고/ecc
의미	의미/ncn
있는	있/paa+는/etm
것이	것/nbn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
그리고	그리고/maj
작가의	작가/ncn+의/jcm
생애의	생애/ncn+의/jcm
총화	총화/ncn
속에	속/ncn+에/jca
놓일	놓이/pvg+ㄹ/etm
때	때/ncn
더욱	더욱/mag
풍요하고	풍요/ncps+하/xsm+고/ecc
의미있는	의미/ncn+있/paa+는/etm
것이	것/nbn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
그리고	그리고/maj
작가의	작가/ncn+의/jcm
생애와	생애/ncn+와/jcj
경력에	경력/ncn+에/jca
대한	대하/pvg+ㄴ/etm
지식은	지식/ncn+은/jxc
주관적이며	주관/ncn+적/xsn+이며/jcj
,	,/sp
편파적인	편파/ncn+적/xsn+이/jp+ㄴ/etm
작품해석에	작품/ncn+해석/ncn+에/jca
대한	대하/pvg+ㄴ/etm
안전장치로서	안전/ncn+장치/ncn+로서/jca
이바지한다	이바지/ncpa+하/xsv+ㄴ다/ef
.	./sf
즉	즉/mag
,	,/sp
작품과	작품/ncn+과/jcj
인간은	인간/ncn+은/jxc
분리될	분리/ncpa+되/xsv+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
생각이다	생각/ncn+이/jp+다/ef
.	./sf
역사주의	역사/ncn+주의/ncn
비평가는	비평/ncn+가/xsn+는/jxc
내용을	내용/ncn+을/jco
알아보기	알/pvg+아/ecx+보/px+기/etn
위해서만	위하/pvg+어서/ecs+만/jxc
아니라	아니/paa+라/ecs
형식을	형식/ncn+을/jco
조명하기	조명/ncpa+하/xsv+기/etn
위하여	위하/pvg+어/ecs
,	,/sp
작가의	작가/ncn+의/jcm
생애와	생애/ncn+와/jcj
작품간의	작품/ncn+간/nbn+의/jcm
상관성을	상관/ncn+성/xsn+을/jco
탐구한다	탐구/ncpa+하/xsv+ㄴ다/ef
.	./sf
즉	즉/mag
헤밍웨이	헤밍웨이/nq
(Hemingway	(/sl+Hemingway/f
)의	)/sr+의/jcm
간결하고	간결/ncps+하/xsm+고/ecc
객관적인	객관/ncn+적/xsn+이/jp+ㄴ/etm
문체는	문체/ncn+는/jxc
그가	그/npp+가/jcs
신문기자로서	신문/ncn+기자/ncn+로서/jca
쌓은	쌓/pvg+은/etm
수련을	수련/ncn+을/jco
반영한다	반영/ncpa+하/xsv+ㄴ다/ef
.	./sf
포크너	포크너/nq
(Faulkner	(/sl+Faulkner/f
)의	)/sr+의/jcm
고급한	고급/ncps+하/xsm+ㄴ/etm
수사학은	수사/ncn+학/xsn+은/jxc
그가	그/npp+가/jcs
미국	미국/nq
남부지방의	남부/ncn+지방/ncn+의/jcm
웅변술과	웅변/ncn+술/xsn+과/jcj
과장된	과장/ncpa+되/xsv+ㄴ/etm
표현의	표현/ncn+의/jcm
산	산/mma
전투에	전투/ncn+에/jca
몰두하고	몰두/ncpa+하/xsv+고/ecx
있음을	있/px+음/etn+을/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
레빈은	레빈/nq+은/jxc
[상징주의와소설	[/sl+상징주의와소설/nq
]이라는	]/sr+이/jp+라/jcr+는/etm
글에서	글/ncn+에서/jca
,	,/sp
작가의	작가/ncn+의/jcm
상징에	상징/ncn+에/jca
대한	대하/pvg+ㄴ/etm
해석은	해석/ncn+은/jxc
작가의	작가/ncn+의/jcm
생애와	생애/ncn+와/jcj
경력	경력/ncn
가운데서	가운데/ncn+서/jca
잘	잘/mag
알려진	알리/pvg+어/ecx+지/px+ㄴ/etm
사실들과	사실/ncn+들/xsn+과/jct
함께	함께/mag
시작되어야	시작/ncpa+되/xsv+어야/ecs
한다고	하/px+ㄴ다/ef+고/ecs
논하고	논/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
문학적	문학/ncn+적/xsn
전기	전기/ncn
(literary	(/sl+literary/f
biography)는	biography/f+)/sr+는/jxc
자칫하면	자칫하/pvg+면/ecs
한	한/nnc
작가의	작가/ncn+의/jcm
일화적	일화/ncn+적/xsn
,	,/sp
또는	또는/maj
연대기적	연대/ncn+기/xsn+적/xsn
사실	사실/ncn
나열	나열/ncn
,	,/sp
또는	또는/maj
단순한	단순/ncps+하/xsm+ㄴ/etm
회고록에	회고/ncn+록/xsn+에/jca
지나지	지나/pvg+지/ecx
않을	않/px+을/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
이에	이/npd+에/jca
대하여	대하/pvg+어/ecs
웰렉과	웰렉/nq+과/jcj
웨렌은	웨렌/nq+은/jxc
문학적	문학/ncn+적/xsn
전기가	전기/ncn+가/jcs
일반	일반/ncn
역사서와	역사/ncn+서/xsn+와/jct
방법론적	방법/ncn+론/xsn+적/xsn
차이가	차이/ncn+가/jcs
없다면	없/paa+다/ef+면/ecs
그것은	그것/npd+은/jxc
단순한	단순/ncps+하/xsm+ㄴ/etm
역사서에	역사/ncn+서/xsn+에/jca
불과한	불과/ncps+하/xsm+ㄴ/etm
것이	것/nbn+이/jcs
된다고	되/pvg+ㄴ다/ef+고/ecs
지적한다	지적/ncpa+하/xsv+ㄴ다/ef
.	./sf
근년에	근년/ncn+에/jca
이르러	이르/pvg+어/ecs
전기	전기/ncn
자체의	자체/ncn+의/jcm
방법론이	방법/ncn+론/xsn+이/jcs
사실	사실/ncn
나열주의에서	나열/ncn+주의/ncn+에서/jca
비판적	비판/ncn+적/xsn
해석주의로	해석/ncn+주의/ncn+로/jca
변천함에	변천/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
문학적	문학/ncn+적/xsn
전기	전기/ncn
역시	역시/mag
많이	많/paa+이/xsa
변모하였다	변모/ncpa+하/xsv+었/ep+다/ef
.	./sf
소위	소위/mag
비평적	비평/ncn+적/xsn
전기	전기/ncn
(critical	(/sl+critical/f
biography	biography/f
)라는	)/sr+라/ef+는/etm
것이	것/nbn+이/jcs
생기게	생기/pvg+게/ecs
된	되/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
따라서	따라서/maj
비평적	비평/ncn+적/xsn
전기는	전기/ncn+는/jxc
다음과	다음/ncn+과/jct
같이	같이/mag
별도의	별도/ncn+의/jcm
방법을	방법/ncn+을/jco
발전시켜야	발전/ncpa+시키/xsv+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
첫째	첫째/nno
,	,/sp
자료의	자료/ncn+의/jcm
처리문제	처리/ncn+문제/ncn
-	-/sd
예전과	예전/ncn+과/jct
달리	다르/paa+이/xsa
현대에	현대/ncn+에/jca
가까이	가깝/paa+이/xsa
올수록	오/pvg+ㄹ수록/jcs
한	한/nnc
작가에	작가/ncn+에/jca
대한	대하/pvg+ㄴ/etm
전기적	전기/ncn+적/xsn
자료가	자료/ncn+가/jcs
풍부하다	풍부/ncps+하/xsm+다/ef
.	./sf
특히	특히/mag
자의식이	자의식/ncn+이/jcs
발달한	발달/ncpa+하/xsv+ㄴ/etm
작가자신이	작가/ncn+자신/ncn+이/jcs
자기신변에	자기/ncn+신변/ncn+에/jca
관한	관하/pvg+ㄴ/etm
사실들을	사실/ncn+들/xsn+을/jco
많이	많/paa+이/xsa
기록으로	기록/ncn+으로/jca
남기고	남기/pvg+고/ecx
있다	있/px+다/ef
.	./sf
우리나라에서는	우리/npp+나라/ncn+에서/jca+는/jxc
아직	아직/mag
자료수집이	자료/ncn+수집/ncn+이/jcs
만족할	만족/ncpa+하/xsv+ㄹ/etm
정도에	정도/ncn+에/jca
달했다고	달하/pvg+었/ep+다/ef+고/ecx
볼	보/px+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
작가가	작가/ncn+가/jcs
많지	많/paa+지/ecx
않지만	않/px+지만/ecs
,	,/sp
이것은	이것/npd+은/jxc
역사학의	역사/ncn+학/xsn+의/jcm
방법을	방법/ncn+을/jco
배워서	배우/pvg+어서/ecs
시간과	시간/ncn+과/jcj
노력을	노력/ncn+을/jco
들임으로써	들이/pvg+ㅁ/etn+으로써/jca
해결할	해결/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
자료의	자료/ncn+의/jcm
수집은	수집/ncn+은/jxc
일차적	일차/ncn+적/xsn
작업이므로	작업/ncn+이/jp+므로/ecs
,	,/sp
비평적	비평/ncn+적/xsn
전기를	전기/ncn+를/jco
쓰고자	쓰/pvg+고자/ecs
하는	하/px+는/etm
사람도	사람/ncn+도/jxc
우선은	우선/ncn+은/jxc
수집된	수집/ncpa+되/xsv+ㄴ/etm
자료를	자료/ncn+를/jco
모두	모두/mag
접해야	접하/pvg+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
둘째	둘째/nno
,	,/sp
전기작가는	전기/ncn+작가/ncn+는/jxc
문학의	문학/ncn+의/jcm
한	한/nnc
장르에	장르/ncn+에/jca
종사한다는	종사/ncpa+하/xsv+ㄴ다/ef+는/etm
의식을	의식/ncn+을/jco
가지고	가지/pvg+고/ecs
자기	자기/npp
일에	일/ncn+에/jca
임해야	임하/pvg+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
성격파악	성격/ncn+파악/ncn
,	,/sp
심리적	심리/ncn+적/xsn
통찰	통찰/ncn
,	,/sp
이야기	이야기/ncn
전개의	전개/ncn+의/jcm
형식	형식/ncn
,	,/sp
간결성	간결/ncn+성/xsn
,	,/sp
전체적	전체/ncn+적/xsn
조화	조화/ncn
등	등/nbn
,	,/sp
이야기	이야기/ncn
예술의	예술/ncn+의/jcm
적절한	적절/ncps+하/xsm+ㄴ/etm
응용이	응용/ncn+이/jcs
요구되는	요구/ncpa+되/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
다만	다만/mag
지나친	지나치/pvg+ㄴ/etm
과장이나	과장/ncn+이나/jcj
비논리적	비/xp+논리/ncn+적/xsn
왜곡을	왜곡/ncn+을/jco
피하기	피하/pvg+기/etn
위한	위하/pvg+ㄴ/etm
건전한	건전/ncps+하/xsm+ㄴ/etm
식견	식견/ncn
내지	내지/maj
판단력이	판단/ncn+력/xsn+이/jcs
필요하다	필요/ncps+하/xsm+다/ef
.	./sf
자료를	자료/ncn+를/jco
총망라하여	총/mma+망라/ncpa+하/xsv+어/ecs
나열한다는	나열/ncpa+하/xsv+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
오히려	오히려/mag
예술적	예술/ncn+적/xsn
의미에서	의미/ncn+에서/jca
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
,	,/sp
논리적	논리/ncn+적/xsn
의미에서도	의미/ncn+에서/jca+도/jxc
왜곡을	왜곡/ncn+을/jco
범하는	범하/pvg+는/etm
것이	것/nbn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
뚜렷한	뚜렷/ncps+하/xsm+ㄴ/etm
원칙	원칙/ncn
하에서	하/nbn+에서/jca
자료의	자료/ncn+의/jcm
선택은	선택/ncn+은/jxc
모든	모든/mma
과학의	과학/ncn+의/jcm
기본적	기본/ncn+적/xsn
작업이며	작업/ncn+이/jp+며/ecc
,	,/sp
작가의	작가/ncn+의/jcm
정신을	정신/ncn+을/jco
다루는	다루/pvg+는/etm
경우	경우/ncn
그것은	그것/npd+은/jxc
일종의	일종/ncn+의/jcm
예술인	예술/ncn+이/jp+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
셋째	셋째/nno
,	,/sp
현대	현대/ncn
전기작가는	전기/ncn+작가/ncn+는/jxc
심리학을	심리/ncn+학/xsn+을/jco
강력하고	강력/ncps+하/xsm+고/ecc
유효한	유효/ncps+하/xsm+ㄴ/etm
방계과학으로	방계/ncn+과학/ncn+으로/jca
갖고	갖/pvg+고/ecx
있다	있/px+다/ef
.	./sf
정신을	정신/ncn+을/jco
다루는	다루/pvg+는/etm
작업인	작업/ncn+이/jp+ㄴ/etm
만큼	만큼/nbn
,	,/sp
전기문학은	전기/ncn+문학/ncn+은/jxc
심리학의	심리/ncn+학/xsn+의/jcm
도움으로	도움/ncn+으로/jca
자료의	자료/ncn+의/jcm
선택과	선택/ncn+과/jcj
해석을	해석/ncn+을/jco
보다	보다/mag
적절히	적절/ncn+히/xsa
할	하/pvg+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecs
되었다	되/pvg+었/ep+다/ef
.	./sf
특히	특히/mag
정신분석학은	정신/ncn+분석/ncn+학/xsn+은/jxc
시	시/ncn
,	,/sp
소설	소설/ncn
,	,/sp
희곡	희곡/ncn
,	,/sp
산문들을	산문/ncn+들/xsn+을/jco
그	그/mmd
작가의	작가/ncn+의/jcm
내면을	내면/ncn+을/jco
파악하는	파악/ncpa+하/xsv+는/etm
자료로	자료/ncn+로/jca
이용하는	이용/ncpa+하/xsv+는/etm
방법을	방법/ncn+을/jco
암시하고	암시/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
넷째	넷째/nno
,	,/sp
결국	결국/mag
전기작가와	전기/ncn+작가/ncn+와/jcj
비평가가	비평/ncn+가/xsn+가/jcs
하는	하/pvg+는/etm
일은	일/ncn+은/jxc
모두	모두/mag
문학을	문학/ncn+을/jco
이해하고	이해/ncpa+하/xsv+고/ecc
즐기기	즐기/pvg+기/etn
위한	위하/pvg+ㄴ/etm
노력이며	노력/ncn+이며/jcj
,	,/sp
따라서	따라서/maj
연구자료로서는	연구/ncn+자료/ncn+로서/jca+는/jxc
텍스트가	텍스트/ncn+가/jcs
주어져	주/pvg+어/ecx+지/px+어/ecx
있는	있/px+는/etm
자체보다	자체/ncn+보다/jca
더	더/mag
가치	가치/ncn
있고	있/paa+고/ecc
권위	권위/ncn
있다는	있/paa+다/ef+는/etm
사실을	사실/ncn+을/jco
잊지	잊/pvg+지/ecx
말아야	말/px+아야/ecs
할	하/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
춘원의	춘원/nq+의/jcm
체험과	체험/ncn+과/jcj
의식	의식/ncn
이광수는	이광수/nq+는/jxc
갑오경장이	갑오경장/nq+이/jcs
일어나기	일어나/pvg+기/etn
2년	2/nnc+년/nbu
전인	전/ncn+이/jp+ㄴ/etm
1892년에	1892/nno+년/nbu+에/jca
태여났으며	태어나/pvg+았/ep+으며/ecs
,	,/sp
19세	19/nnc+세/nbu
때에	때/ncn+에/jca
경술	경술/ncn
한일합방을	한일합방/nq+을/jco
,	,/sp
28세에는	28/nno+세/nbu+에/jca+는/jxc
3.1운동	3.1운동/nq+을/jco
경험하였고	경험/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
54세에	54/nno+세/nbu+에/jca
광복을	광복/ncn+을/jco
맞이하였다	맞이하/pvg+었/ep+다/ef
.	./sf
개화기를	개화/ncn+기/xsn+를/jco
개항	개항/ncn
이후	이후/ncn
1919	1919/nno
년까지로	년/nbu+까지/jxc+로/jca
볼	보/pvg+ㄹ/etm
때	때/ncn
,	,/sp
그의	그/npp+의/jcm
탄생은	탄생/ncn+은/jxc
개화기에	개화/ncn+기/xsn+에/jca
속하며	속하/pvg+며/ecc
,	,/sp
청년기는	청년/ncn+기/xsn+는/jxc
개화	개화/ncn
,	,/sp
식민지	식민/ncn+지/xsn
시대에	시대/ncn+에/jca
,	,/sp
그리고	그리고/maj
중년기는	중년/ncn+기/xsn+는/jxc
식민지	식민/ncn+지/xsn
시대에	시대/ncn+에/jca
해당한다	해당/ncpa+하/xsv+ㄴ다/ef
.	./sf
그의	그/npp+의/jcm
활동	활동/ncn
가운데	가운데/ncn
유	유/ncn
.	./sf
소년과	소년/ncn+과/jcj
만년의	만년/ncn+의/jcm
그것이	그것/npd+이/jcs
별반	별반/mag
중요성이	중요/ncn+성/xsn+이/jcs
없음을	없/paa+음/etn+을/jco
시인할	시인/ncpa+하/xsv+ㄹ/etm
때	때/ncn
,	,/sp
관심의	관심/ncn+의/jcm
대상이	대상/ncn+이/jcs
될	되/pvg+ㄹ/etm
그의	그/npp+의/jcm
생애는	생애/ncn+는/jxc
대체로	대체로/mag
개화	개화/ncn
.	./sf
식민지	식민/ncn+지/xsn
시대로	시대/ncn+로/jca
표현되는	표현/ncpa+되/xsv+는/etm
시기에	시기/ncn+에/jca
속한다고	속하/pvg+ㄴ다/ef+고/ecs
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
그러므로	그러므로/maj
우리는	우리/npp+는/jxc
그러한	그러하/pad+ㄴ/etm
이중적	이중/ncn+적/xsn
성격의	성격/ncn+의/jcm
시대상황에서	시대/ncn+상황/ncn+에서/jca
한	한/nnc
작가	작가/ncn
또는	또는/maj
한	한/nnc
지식인으로서	지식/ncn+인/xsn+으로서/jca
그가	그/npp+가/jcs
행한	행하/pvg+ㄴ/etm
역할이	역할/ncn+이/jcs
과연	과연/mag
무엇인가를	무엇/npd+이/jp+ㄴ가/ef+를/jco
생각해	생각/ncpa+하/xsv+어/ecx
볼	보/px+ㄹ/etm
필요가	필요/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
우선	우선/mag
그	그/mmd
역할을	역할/ncn+을/jco
단적으로	단적/ncn+으로/jca
말하면	말/ncpa+하/xsv+면/ecs
,	,/sp
개화	개화/ncn
.	./sf
식민지	식민/ncn+지/xsn
시대의	시대/ncn+의/jcm
계몽사상가	계몽/ncn+사상/ncn+가/xsn
내지	내지/maj
민족주의자	민족/ncn+주의/ncn+자/xsn
,	,/sp
그리고	그리고/maj
근대문학	근대/ncn+문학/ncn
초창기의	초창/ncn+기/xsn+의/jcm
문학가로서	문학/ncn+가/xsn+로서/jca
영광과	영광/ncn+과/jcj
치욕이	치욕/ncn+이/jcs
범벅된	범벅/ncpa+되/xsv+ㄴ/etm
역할이었다고	역할/ncn+이/jp+었/ep+다/ef+고/ecs
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
문학이란	문학/ncn+이/jp+란/jxc
어떤	어떤/mmd
방식으로든	방식/ncn+으로/jca+든/jxc
결국	결국/mag
작가의	작가/ncn+의/jcm
체험을	체험/ncn+을/jco
반영한	반영/ncpa+하/xsv+ㄴ/etm
것임을	것/nbn+이/jp+ㅁ/etn+을/jco
부인하지	부인/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
이상	이상/ncn
,	,/sp
이광수의	이광수/nq+의/jcm
그와	그/npd+와/jct
같은	같/paa+은/etm
역할이나	역할/ncn+이나/jcj
특징도	특징/ncn+도/jxc
일단	일단/mag
그의	그/npp+의/jcm
체험과의	체험/ncn+과/jct+의/jcm
관계	관계/ncn
아래	아래/ncn
살펴볼	살피/pvg+어/ecx+보/px+ㄹ/etm
수	수/nbn
있을	있/px+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그런	그런/mmd
점을	점/ncn+을/jco
고려하여	고려/ncpa+하/xsv+어/ecs
그의	그/npp+의/jcm
체험	체험/ncn
특히	특히/mag
그의	그/npp+의/jcm
문학의	문학/ncn+의/jcm
원형	원형/ncn
(archetype	(/sl+archetype/f
)을	)/sr+을/jco
이루는	이루/pvg+는/etm
체험을	체험/ncn+을/jco
생각해	생각/ncpa+하/xsv+어/ecx
볼	보/px+ㄹ/etm
필요가	필요/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
이광수	이광수/nq
문학의	문학/ncn+의/jcm
원형적	원형/ncn+적/xsn
체험을	체험/ncn+을/jco
고아로서의	고아/ncn+로서/jca+의/jcm
체험	체험/ncn
,	,/sp
엘리트로서의	엘리트/ncn+로서/jca+의/jcm
체험	체험/ncn
,	,/sp
약소민족으로서의	약소/ncn+민족/ncn+으로서/jca+의/jcm
체험	체험/ncn
,	,/sp
그리고	그리고/maj
작가로서의	작가/ncn+로서/jca+의/jcm
체험으로	체험/ncn+으로/jca
나누어	나누/pvg+어/ecx
보기로	보/px+기/etn+로/jca
한다	하/pvg+ㄴ다/ef
.	./sf
논자에	논자/ncn+에/jca
따라	따르/pvg+아/ecs
이를	이/npd+를/jco
달리	달리/mag
구분하는	구분/ncpa+하/xsv+는/etm
경우도	경우/ncn+도/jxc
있지만	있/paa+지만/ecs
,	,/sp
위와	위/ncn+와/jct
같이	같이/mag
나눔으로써	나누/pvg+ㅁ/etn+으로써/jca
그	그/mmd
체험이	체험/ncn+이/jcs
문학가로서의	문학/ncn+가/xsn+로서/jca+의/jcm
역할과	역할/ncn+과/jcj
특징에	특징/ncn+에/jca
어떻게	어떻/pad+게/ecs
연결되는지를	연결/ncpa+되/xsv+는지/ecs+를/jco
파악하기가	파악/ncpa+하/xsv+기/etn+가/jcs
편리할	편리/ncps+하/xsm+ㄹ/etm
듯하다	듯하/px+다/ef
.	./sf
먼저	먼저/mag
,	,/sp
고아로서의	고아/ncn+로서/jca+의/jcm
체험이	체험/ncn+이/jcs
